llave_persona,P203,P207,Edad,Ocupado,Informal,Billetera,CreditoFormal_2024,FACTOR07,P301A,CreditoFormal_2025
18491-153-11-3,3,1,20.0,1,1.0,1,0,258.527801513672,7.0,0
18491-153-11-4,3,2,10.0,0,,0,0,258.527801513672,3.0,0
18491-173-11-1,1,1,45.0,1,1.0,1,1,258.527801513672,6.0,0
18492-23-11-1,1,2,59.0,1,0.0,1,0,229.341110229492,10.0,1
18492-42-11-1,1,1,75.0,1,1.0,0,0,229.341110229492,4.0,0
18492-42-11-2,2,2,68.0,1,0.0,0,0,229.341110229492,6.0,0
18492-42-11-3,3,2,33.0,1,1.0,0,0,229.341110229492,9.0,0
18492-42-11-4,5,1,14.0,1,0.0,0,0,229.341110229492,5.0,0
18492-42-11-5,5,1,5.0,0,,0,0,229.341110229492,2.0,0
18492-62-11-1,1,1,50.0,1,0.0,1,0,229.341110229492,8.0,0
18492-62-11-2,2,2,53.0,1,0.0,1,0,229.341110229492,8.0,1
18492-62-11-3,3,2,26.0,1,1.0,0,0,229.341110229492,6.0,0
18492-62-11-4,3,2,13.0,0,,0,0,229.341110229492,5.0,0
18492-121-11-1,1,2,78.0,1,1.0,0,0,229.341110229492,10.0,0
18492-121-11-2,3,1,44.0,1,0.0,0,0,229.341110229492,9.0,1
18492-121-11-3,3,1,43.0,1,0.0,1,0,229.341110229492,10.0,0
18492-121-11-4,4,2,30.0,1,0.0,0,0,229.341110229492,10.0,1
18492-121-11-5,5,2,5.0,0,,0,0,229.341110229492,2.0,0
18492-121-11-6,11,2,70.0,1,1.0,0,0,229.341110229492,6.0,0
18493-14-11-1,1,1,56.0,1,0.0,1,0,230.29443359375,10.0,0
18493-14-11-2,2,2,49.0,1,0.0,1,0,230.29443359375,6.0,0
18493-25-11-1,1,1,20.0,1,0.0,1,0,230.29443359375,6.0,0
18493-25-11-2,2,2,19.0,1,1.0,0,0,230.29443359375,6.0,0
18493-83-11-1,1,1,36.0,1,0.0,1,1,230.29443359375,10.0,1
18493-83-11-2,2,2,36.0,1,0.0,1,1,230.29443359375,10.0,0
18493-83-11-3,3,2,16.0,1,0.0,0,0,230.29443359375,5.0,0
18493-83-11-4,3,2,12.0,0,,0,0,230.29443359375,3.0,0
18494-13-11-1,1,1,45.0,1,1.0,1,1,258.527801513672,6.0,1
18494-13-11-2,2,2,23.0,1,0.0,1,0,258.527801513672,6.0,0
18494-13-11-3,3,2,4.0,0,,0,0,258.527801513672,2.0,0
18494-13-11-4,3,2,0.0,0,,0,0,258.527801513672,,0
18494-29-11-1,1,1,47.0,1,0.0,1,0,258.527801513672,9.0,0
18494-29-11-2,2,2,40.0,1,0.0,0,0,258.527801513672,10.0,1
18494-29-11-3,3,1,4.0,0,,0,0,258.527801513672,2.0,0
18494-46-11-1,1,1,37.0,1,0.0,1,1,258.527801513672,8.0,1
18494-46-11-2,2,2,36.0,1,1.0,1,0,258.527801513672,7.0,0
18494-46-11-3,3,1,6.0,0,,0,0,258.527801513672,2.0,0
18494-77-11-1,1,2,51.0,1,0.0,1,1,258.527801513672,10.0,0
18494-77-11-2,2,1,49.0,1,1.0,1,0,258.527801513672,99.0,0
18494-77-11-3,3,2,22.0,1,0.0,1,0,258.527801513672,9.0,0
18494-77-11-4,3,2,15.0,1,0.0,0,0,258.527801513672,5.0,0
18494-77-11-5,3,2,25.0,1,0.0,1,1,258.527801513672,10.0,1
18494-77-11-6,4,1,26.0,1,1.0,1,0,258.527801513672,9.0,0
18494-109-11-1,1,2,19.0,1,0.0,1,0,258.527801513672,9.0,1
18494-109-11-2,11,1,13.0,0,,0,0,258.527801513672,5.0,0
18495-11-11-1,1,2,56.0,1,0.0,0,1,242.733139038086,10.0,1
18495-11-11-2,3,2,27.0,1,0.0,1,0,242.733139038086,10.0,0
18495-11-11-3,3,2,11.0,0,,0,0,242.733139038086,3.0,0
18495-32-11-1,1,1,82.0,1,1.0,1,0,242.733139038086,3.0,0
18495-32-11-2,2,2,80.0,1,1.0,0,0,242.733139038086,3.0,0
18495-72-11-1,1,2,43.0,1,0.0,1,0,242.733139038086,8.0,0
18495-72-11-2,3,1,21.0,1,1.0,1,0,242.733139038086,9.0,0
18495-72-11-3,3,2,12.0,0,,0,0,242.733139038086,3.0,0
18495-72-11-4,6,2,61.0,1,0.0,0,0,242.733139038086,5.0,0
18495-113-11-1,1,1,65.0,1,0.0,0,0,242.733139038086,6.0,0
18495-113-11-2,2,2,64.0,1,0.0,0,0,242.733139038086,10.0,0
18495-113-11-3,3,2,29.0,1,0.0,1,1,242.733139038086,11.0,1
18495-113-11-4,5,1,1.0,0,,0,0,242.733139038086,,0
18495-154-11-1,1,1,78.0,1,0.0,0,0,242.733139038086,5.0,0
18495-154-11-2,2,2,78.0,1,0.0,1,0,242.733139038086,3.0,0
18495-154-11-3,3,2,41.0,1,0.0,1,0,242.733139038086,8.0,0
18495-154-11-4,5,2,11.0,0,,0,0,242.733139038086,3.0,0
18495-154-11-5,5,1,4.0,0,,0,0,242.733139038086,2.0,0
18496-19-11-1,1,2,90.0,1,0.0,0,0,239.802093505859,3.0,0
18496-19-11-2,3,1,51.0,1,1.0,0,0,239.802093505859,5.0,0
18496-19-11-3,5,1,27.0,1,1.0,1,0,239.802093505859,5.0,1
18496-19-11-4,5,2,16.0,1,0.0,0,0,239.802093505859,5.0,0
18496-19-11-5,3,2,72.0,0,,0,0,239.802093505859,,0
18496-36-11-1,1,1,78.0,1,1.0,0,0,239.802093505859,3.0,0
18496-36-11-2,2,2,69.0,1,0.0,0,0,239.802093505859,4.0,0
18496-51-11-1,1,1,48.0,1,1.0,0,0,239.802093505859,6.0,0
18496-51-11-2,2,2,46.0,1,0.0,0,1,239.802093505859,6.0,0
18496-51-11-3,3,1,18.0,1,1.0,1,0,239.802093505859,6.0,0
18496-51-11-4,3,1,15.0,1,0.0,0,0,239.802093505859,5.0,0
18496-69-11-1,1,1,64.0,1,0.0,1,1,239.802093505859,6.0,1
18496-69-11-2,2,2,62.0,1,1.0,1,0,239.802093505859,5.0,0
18496-87-11-1,1,2,47.0,1,0.0,0,0,239.802093505859,6.0,0
18496-87-11-2,3,1,21.0,1,1.0,0,0,239.802093505859,7.0,0
18496-87-11-3,3,1,15.0,1,0.0,0,0,239.802093505859,5.0,0
18496-87-11-4,3,1,9.0,0,,0,0,239.802093505859,3.0,0
18496-106-12-1,1,2,60.0,1,1.0,0,0,239.802093505859,1.0,0
18496-106-12-2,3,2,28.0,1,0.0,1,0,239.802093505859,6.0,1
18496-106-12-3,3,2,26.0,1,0.0,1,0,239.802093505859,8.0,0
18496-106-22-1,1,1,27.0,1,1.0,1,1,239.802093505859,4.0,0
18496-106-22-2,2,2,29.0,1,0.0,1,0,239.802093505859,7.0,0
18496-106-22-3,3,2,7.0,0,,0,0,239.802093505859,3.0,0
18496-106-22-4,3,1,2.0,0,,0,0,239.802093505859,,0
18497-13-11-1,1,2,60.0,1,1.0,0,0,242.733139038086,6.0,0
18497-13-11-2,3,1,28.0,1,1.0,0,0,242.733139038086,5.0,0
18497-13-11-3,6,1,88.0,1,0.0,0,0,242.733139038086,4.0,0
18497-30-11-1,1,2,86.0,1,0.0,0,0,242.733139038086,3.0,0
18497-44-11-1,1,1,53.0,1,0.0,0,0,242.733139038086,5.0,0
18497-44-11-2,2,2,48.0,1,1.0,0,0,242.733139038086,5.0,0
18497-44-11-3,3,1,29.0,1,0.0,0,0,242.733139038086,10.0,0
18497-44-11-4,3,2,25.0,1,0.0,0,0,242.733139038086,11.0,0
18497-44-11-5,3,2,18.0,1,0.0,0,0,242.733139038086,9.0,0
18497-60-11-1,1,1,61.0,1,0.0,0,0,242.733139038086,5.0,0
18497-124-11-1,1,1,71.0,1,0.0,0,0,242.733139038086,4.0,0
18497-124-11-2,3,2,47.0,1,0.0,0,0,242.733139038086,5.0,0
18497-124-11-3,5,2,26.0,1,1.0,1,0,242.733139038086,6.0,0
18497-124-11-4,5,2,6.0,0,,0,0,242.733139038086,2.0,0
18497-124-11-5,5,1,3.0,0,,0,0,242.733139038086,1.0,0
18497-124-11-6,5,2,22.0,1,0.0,1,0,242.733139038086,6.0,0
18497-124-11-7,4,1,30.0,1,1.0,0,0,242.733139038086,6.0,0
18497-124-11-8,5,2,2.0,0,,0,0,242.733139038086,,0
18497-124-11-9,5,1,24.0,1,0.0,0,0,242.733139038086,5.0,0
18497-138-12-1,1,2,58.0,1,0.0,0,0,242.733139038086,1.0,0
18497-138-12-2,3,2,35.0,1,1.0,0,0,242.733139038086,8.0,0
18497-138-12-3,5,2,2.0,0,,0,0,242.733139038086,,0
18497-138-22-1,1,2,39.0,1,0.0,0,0,242.733139038086,6.0,0
18497-138-22-2,2,1,43.0,1,1.0,0,0,242.733139038086,6.0,0
18497-138-22-3,3,1,18.0,1,0.0,0,0,242.733139038086,9.0,0
18497-138-22-4,3,2,16.0,1,0.0,0,0,242.733139038086,5.0,0
18497-138-22-5,3,1,8.0,0,,0,0,242.733139038086,3.0,0
18498-12-11-1,1,2,44.0,1,0.0,0,0,258.527801513672,4.0,0
18498-12-11-2,3,2,26.0,1,1.0,1,0,258.527801513672,8.0,0
18498-12-11-3,3,1,24.0,1,1.0,1,0,258.527801513672,10.0,0
18498-34-11-1,1,2,48.0,1,1.0,1,0,258.527801513672,4.0,0
18498-34-11-2,3,2,7.0,0,,0,0,258.527801513672,3.0,0
18498-34-11-3,6,1,87.0,1,0.0,1,0,258.527801513672,1.0,0
18498-77-11-1,1,1,62.0,1,0.0,0,0,258.527801513672,6.0,0
18498-77-11-2,2,2,67.0,1,0.0,0,0,258.527801513672,1.0,0
18498-77-11-3,3,1,40.0,1,1.0,0,0,258.527801513672,6.0,0
18498-77-11-4,3,2,24.0,1,1.0,1,0,258.527801513672,7.0,0
18498-77-11-5,3,2,33.0,1,0.0,1,0,258.527801513672,5.0,0
18498-77-11-6,5,1,7.0,0,,0,0,258.527801513672,3.0,0
18498-77-11-7,5,2,4.0,0,,0,0,258.527801513672,99.0,0
18498-163-11-1,1,2,64.0,1,1.0,1,0,258.527801513672,1.0,0
18498-163-11-2,3,2,30.0,1,1.0,0,0,258.527801513672,5.0,0
18498-163-11-3,4,1,35.0,1,1.0,0,0,258.527801513672,6.0,0
18498-163-11-4,5,2,13.0,0,,0,0,258.527801513672,5.0,0
18498-163-11-5,5,1,1.0,0,,0,0,258.527801513672,,0
18499-37-11-1,1,2,40.0,1,1.0,1,1,279.083740234375,6.0,0
18499-37-11-2,3,2,19.0,1,0.0,1,0,279.083740234375,9.0,0
18499-37-11-3,3,2,15.0,1,0.0,0,0,279.083740234375,5.0,0
18499-37-11-4,10,1,48.0,0,,0,0,279.083740234375,,1
18499-50-11-1,1,1,45.0,1,1.0,0,0,279.083740234375,3.0,0
18499-90-11-1,1,2,61.0,1,0.0,0,0,279.083740234375,6.0,0
18499-90-11-2,6,2,85.0,1,0.0,0,0,279.083740234375,3.0,0
18499-112-11-1,1,1,58.0,1,1.0,1,0,279.083740234375,6.0,1
18500-44-11-1,1,1,30.0,1,0.0,1,1,230.29443359375,8.0,0
18500-44-11-2,2,2,31.0,1,1.0,1,1,230.29443359375,10.0,0
18500-44-11-3,3,2,2.0,0,,0,0,230.29443359375,,0
18500-44-11-4,6,2,70.0,1,1.0,0,0,230.29443359375,1.0,0
18500-58-11-1,1,2,37.0,1,1.0,1,1,230.29443359375,8.0,0
18500-58-11-2,3,1,11.0,0,,0,0,230.29443359375,3.0,0
18500-58-11-3,6,2,63.0,1,0.0,0,0,230.29443359375,5.0,0
18500-58-11-4,6,1,66.0,1,1.0,0,0,230.29443359375,5.0,0
18500-91-11-1,1,2,39.0,1,1.0,1,0,230.29443359375,8.0,0
18500-91-11-2,2,1,36.0,1,1.0,0,0,230.29443359375,8.0,0
18500-91-11-3,3,2,9.0,0,,0,0,230.29443359375,3.0,0
18500-91-11-4,3,2,6.0,0,,0,0,230.29443359375,1.0,0
18500-91-11-5,3,2,0.0,0,,0,0,230.29443359375,,0
18500-123-11-1,1,2,29.0,1,0.0,1,0,230.29443359375,10.0,0
18500-123-11-2,2,1,33.0,1,1.0,1,1,230.29443359375,8.0,0
18500-123-11-3,3,2,6.0,0,,0,0,230.29443359375,2.0,0
18501-3-11-1,1,2,24.0,1,1.0,1,0,279.083740234375,6.0,0
18501-3-11-2,3,1,5.0,0,,0,0,279.083740234375,2.0,0
18501-16-11-1,1,1,35.0,1,0.0,0,0,279.083740234375,3.0,0
18501-16-11-2,2,2,35.0,1,0.0,0,0,279.083740234375,3.0,0
18501-16-11-3,3,1,16.0,1,0.0,0,0,279.083740234375,5.0,0
18501-16-11-4,3,1,11.0,0,,0,0,279.083740234375,3.0,0
18501-31-11-1,1,2,31.0,1,1.0,1,0,279.083740234375,6.0,1
18501-31-11-2,3,2,10.0,0,,0,0,279.083740234375,3.0,0
18501-31-11-3,3,1,6.0,0,,0,0,279.083740234375,2.0,0
18501-59-11-1,1,2,30.0,1,1.0,0,0,279.083740234375,1.0,0
18501-59-11-2,3,2,15.0,1,0.0,0,0,279.083740234375,5.0,0
18501-59-11-3,3,1,11.0,0,,0,0,279.083740234375,3.0,0
18501-59-11-4,3,1,5.0,0,,0,0,279.083740234375,2.0,0
18501-71-11-1,1,2,59.0,1,0.0,0,0,279.083740234375,1.0,0
18501-84-11-1,1,1,38.0,1,0.0,1,0,279.083740234375,10.0,1
18501-84-11-2,2,2,38.0,1,0.0,0,0,279.083740234375,8.0,0
18501-84-11-3,3,1,15.0,1,0.0,0,0,279.083740234375,5.0,0
18501-84-11-4,3,1,10.0,0,,0,0,279.083740234375,3.0,0
18501-84-11-5,3,2,2.0,0,,0,0,279.083740234375,,0
18501-84-11-6,3,1,0.0,0,,0,0,279.083740234375,,0
18502-11-11-1,1,2,33.0,1,0.0,0,0,251.759353637695,6.0,0
18502-11-11-2,2,1,32.0,1,1.0,0,0,251.759353637695,5.0,0
18502-11-11-3,3,2,10.0,0,,0,0,251.759353637695,3.0,0
18502-11-11-4,3,1,5.0,0,,0,0,251.759353637695,2.0,0
18502-11-11-5,7,2,4.0,0,,0,0,251.759353637695,2.0,0
18502-49-11-1,1,1,56.0,1,0.0,0,0,251.759353637695,3.0,0
18502-49-11-2,2,2,50.0,1,0.0,0,0,251.759353637695,3.0,0
18502-49-11-3,3,1,25.0,1,1.0,1,0,251.759353637695,6.0,1
18502-49-11-4,3,2,27.0,1,0.0,1,0,251.759353637695,6.0,1
18502-49-11-5,5,1,4.0,0,,0,0,251.759353637695,2.0,0
18502-59-11-1,1,2,50.0,1,1.0,1,0,251.759353637695,6.0,0
18502-59-11-2,2,1,46.0,1,1.0,0,0,251.759353637695,5.0,0
18502-59-11-3,3,1,15.0,1,1.0,0,0,251.759353637695,5.0,0
18502-69-11-1,1,1,49.0,1,0.0,0,0,251.759353637695,3.0,0
18502-69-11-2,2,2,47.0,1,1.0,0,0,251.759353637695,3.0,0
18502-69-11-3,3,2,19.0,1,1.0,1,0,251.759353637695,8.0,0
18507-1-11-1,1,2,88.0,1,0.0,0,0,750.430114746094,3.0,0
18507-1-11-2,3,1,66.0,1,1.0,0,0,750.430114746094,8.0,0
18507-1-11-3,5,1,12.0,0,,0,0,750.430114746094,4.0,0
18507-35-11-1,1,1,76.0,1,1.0,0,0,750.430114746094,6.0,0
18507-35-11-2,2,2,72.0,1,0.0,0,0,750.430114746094,4.0,0
18507-49-11-1,1,2,67.0,1,1.0,0,0,750.430114746094,3.0,0
18507-65-11-1,1,1,69.0,1,1.0,0,0,750.430114746094,6.0,0
18507-65-11-2,2,2,67.0,1,1.0,0,0,750.430114746094,5.0,0
18507-65-11-3,3,2,32.0,1,1.0,1,0,750.430114746094,5.0,0
18507-65-11-4,4,1,31.0,1,1.0,0,0,750.430114746094,5.0,0
18507-65-11-5,5,2,14.0,1,1.0,0,0,750.430114746094,5.0,0
18507-65-11-6,5,1,12.0,0,,0,0,750.430114746094,4.0,0
18507-65-11-7,5,1,9.0,0,,0,0,750.430114746094,3.0,0
18507-78-11-1,1,2,65.0,1,0.0,0,0,750.430114746094,11.0,0
18507-78-11-2,3,1,22.0,1,0.0,1,0,750.430114746094,9.0,0
18507-103-11-1,1,1,53.0,1,1.0,1,0,750.430114746094,6.0,0
18507-103-11-2,2,2,54.0,1,1.0,1,0,750.430114746094,6.0,0
18507-103-11-3,3,2,16.0,1,1.0,0,0,750.430114746094,5.0,0
18508-75-11-1,1,2,41.0,1,0.0,0,0,91.2478942871094,6.0,0
18508-75-11-2,3,1,22.0,1,0.0,1,0,91.2478942871094,7.0,0
18508-75-11-3,3,1,19.0,1,0.0,1,0,91.2478942871094,9.0,0
18508-75-11-4,3,2,17.0,1,0.0,0,0,91.2478942871094,5.0,0
18508-75-11-5,3,2,15.0,1,0.0,0,0,91.2478942871094,5.0,0
18508-97-11-1,1,1,70.0,1,1.0,0,0,91.2478942871094,10.0,0
18508-97-11-2,0, ,,0,,0,0,91.2478942871094,,0
18508-138-11-1,1,1,41.0,1,0.0,0,0,91.2478942871094,8.0,0
18508-161-12-1,1,1,63.0,1,0.0,0,0,91.2478942871094,4.0,0
18508-161-12-2,2,2,52.0,1,0.0,0,0,91.2478942871094,9.0,0
18508-161-12-3,3,2,23.0,1,1.0,1,0,91.2478942871094,9.0,0
18508-161-12-4,3,1,19.0,1,1.0,1,0,91.2478942871094,7.0,0
18508-161-12-5,3,2,16.0,1,0.0,0,0,91.2478942871094,5.0,0
18508-161-12-6,3,2,8.0,0,,0,0,91.2478942871094,3.0,0
18508-161-22-1,1,2,37.0,1,1.0,0,0,91.2478942871094,1.0,0
18508-161-22-2,3,2,16.0,1,0.0,0,0,91.2478942871094,5.0,0
18508-161-22-3,3,1,14.0,1,1.0,0,0,91.2478942871094,5.0,0
18508-161-22-4,3,1,0.0,0,,0,0,91.2478942871094,,0
18517-17-11-1,1,1,81.0,1,0.0,0,0,111.045082092285,6.0,0
18517-17-11-2,2,2,68.0,1,1.0,0,0,111.045082092285,1.0,0
18517-18-11-1,1,1,44.0,1,1.0,0,0,111.045082092285,5.0,0
18517-18-11-2,2,2,47.0,1,1.0,0,0,111.045082092285,5.0,0
18517-18-11-3,3,1,27.0,1,0.0,1,0,111.045082092285,11.0,0
18517-18-11-4,3,1,20.0,1,1.0,0,0,111.045082092285,9.0,0
18517-18-11-5,3,2,9.0,0,,0,0,111.045082092285,3.0,0
18517-19-11-1,1,1,43.0,1,1.0,0,1,111.045082092285,6.0,0
18517-19-11-2,2,2,46.0,1,1.0,0,0,111.045082092285,6.0,0
18517-19-11-3,3,1,15.0,1,0.0,0,0,111.045082092285,5.0,0
18517-19-11-4,3,2,11.0,0,,0,0,111.045082092285,3.0,0
18517-20-11-1,1,1,76.0,1,1.0,0,0,111.045082092285,6.0,0
18517-20-11-2,2,2,70.0,1,1.0,0,0,111.045082092285,3.0,0
18517-20-11-3,3,2,46.0,1,0.0,1,0,111.045082092285,10.0,0
18517-20-11-4,5,2,14.0,1,0.0,0,0,111.045082092285,5.0,0
18517-81-11-1,1,1,58.0,1,1.0,0,0,111.045082092285,5.0,0
18517-81-11-2,2,2,55.0,1,1.0,0,0,111.045082092285,5.0,0
18517-81-11-3,3,1,35.0,1,0.0,1,0,111.045082092285,10.0,0
18517-81-11-4,3,1,26.0,1,1.0,1,0,111.045082092285,9.0,0
18517-82-11-1,1,1,39.0,1,1.0,1,1,111.045082092285,5.0,0
18517-82-11-2,2,2,39.0,1,1.0,1,0,111.045082092285,6.0,0
18517-82-11-3,3,2,18.0,1,1.0,1,0,111.045082092285,7.0,0
18517-82-11-4,3,1,15.0,1,1.0,0,0,111.045082092285,5.0,0
18517-82-11-5,3,1,5.0,0,,0,0,111.045082092285,2.0,0
18517-83-11-1,1,1,43.0,1,1.0,0,0,111.045082092285,4.0,0
18517-83-11-2,2,2,46.0,1,1.0,0,0,111.045082092285,6.0,0
18517-83-11-3,3,2,22.0,1,1.0,0,0,111.045082092285,6.0,0
18517-83-11-4,3,2,21.0,1,0.0,0,0,111.045082092285,8.0,0
18517-83-11-5,3,2,11.0,0,,0,0,111.045082092285,3.0,0
18517-83-11-6,3,2,8.0,0,,0,0,111.045082092285,3.0,0
18517-84-11-1,1,2,34.0,1,1.0,1,0,111.045082092285,6.0,0
18517-84-11-2,3,2,17.0,1,0.0,0,0,111.045082092285,6.0,0
18517-84-11-3,3,2,11.0,0,,0,0,111.045082092285,3.0,0
18519-1-11-1,1,1,71.0,1,1.0,0,0,96.3474807739258,6.0,0
18519-1-11-2,2,2,57.0,1,0.0,0,0,96.3474807739258,5.0,0
18519-1-11-3,3,1,38.0,1,1.0,0,0,96.3474807739258,7.0,0
18519-1-11-4,3,1,19.0,1,1.0,1,0,96.3474807739258,6.0,0
18519-1-11-5,11,1,53.0,0,,0,0,96.3474807739258,,0
18519-4-11-1,1,1,81.0,1,1.0,0,0,96.3474807739258,4.0,0
18519-4-11-2,2,2,77.0,1,0.0,0,0,96.3474807739258,3.0,0
18519-13-11-1,1,2,83.0,1,0.0,0,0,96.3474807739258,4.0,0
18519-13-11-2,3,2,40.0,0,,0,0,96.3474807739258,,0
18519-15-11-1,1,2,62.0,1,1.0,1,0,96.3474807739258,5.0,0
18519-15-11-2,2,1,68.0,1,0.0,1,0,96.3474807739258,4.0,0
18519-15-11-3,3,2,42.0,1,1.0,1,0,96.3474807739258,5.0,0
18519-15-11-4,5,1,7.0,0,,0,0,96.3474807739258,3.0,0
18519-16-11-1,1,2,39.0,1,1.0,1,0,96.3474807739258,5.0,0
18519-16-11-2,3,2,23.0,1,1.0,1,0,96.3474807739258,6.0,0
18519-16-11-3,3,1,14.0,1,1.0,0,0,96.3474807739258,4.0,0
18519-16-11-4,3,1,2.0,0,,0,0,96.3474807739258,,0
18519-17-11-1,1,1,50.0,1,1.0,0,0,96.3474807739258,6.0,0
18519-17-11-2,3,1,26.0,1,1.0,1,0,96.3474807739258,6.0,0
18520-2-11-1,1,1,73.0,1,1.0,0,1,110.872856140137,5.0,0
18520-2-11-2,0, ,,0,,0,0,110.872856140137,,0
18520-9-11-1,1,1,48.0,1,1.0,0,0,110.872856140137,6.0,0
18520-9-11-2,2,2,38.0,1,0.0,0,0,110.872856140137,5.0,0
18520-9-11-3,3,1,18.0,1,0.0,0,0,110.872856140137,6.0,0
18520-9-11-4,3,2,13.0,0,,0,0,110.872856140137,5.0,0
18520-9-11-5,3,1,5.0,0,,0,0,110.872856140137,2.0,0
18520-17-11-1,1,1,63.0,1,1.0,0,1,110.872856140137,6.0,0
18520-17-11-2,2,2,64.0,1,0.0,0,0,110.872856140137,5.0,0
18520-17-11-3,0, ,,0,,0,0,110.872856140137,,0
18520-30-11-1,1,2,50.0,1,0.0,0,0,110.872856140137,6.0,0
18520-30-11-2,2,1,44.0,1,1.0,0,0,110.872856140137,5.0,0
18520-30-11-3,3,2,13.0,0,,0,0,110.872856140137,4.0,0
18520-30-11-4,0, ,,0,,0,0,110.872856140137,,0
18520-53-11-1,1,1,66.0,1,1.0,0,0,110.872856140137,5.0,0
18520-53-11-2,3,1,33.0,1,1.0,0,0,110.872856140137,6.0,0
18520-82-11-1,1,1,82.0,1,0.0,0,0,110.872856140137,4.0,0
18520-82-11-2,2,2,83.0,1,0.0,0,0,110.872856140137,4.0,0
18520-82-11-3,3,1,40.0,1,1.0,0,0,110.872856140137,6.0,0
18521-9-11-1,1,1,50.0,1,1.0,0,0,100.032318115234,6.0,0
18521-9-11-2,2,2,47.0,1,1.0,0,0,100.032318115234,5.0,0
18521-9-11-3,3,1,25.0,1,0.0,0,0,100.032318115234,7.0,0
18521-9-11-4,3,1,19.0,1,0.0,0,0,100.032318115234,6.0,0
18521-10-11-1,1,2,82.0,1,0.0,0,0,100.032318115234,3.0,0
18521-10-11-2,3,1,63.0,1,0.0,0,0,100.032318115234,6.0,0
18521-10-11-3,3,2,47.0,1,1.0,1,0,100.032318115234,6.0,1
18521-11-11-1,1,2,79.0,1,0.0,0,0,100.032318115234,1.0,0
18521-166-11-1,1,2,34.0,1,1.0,0,0,100.032318115234,6.0,0
18521-166-11-2,3,2,12.0,0,,0,0,100.032318115234,4.0,0
18521-166-11-3,3,1,1.0,0,,0,0,100.032318115234,,0
18521-167-11-1,1,2,51.0,1,1.0,0,0,100.032318115234,3.0,0
18521-167-11-2,3,1,23.0,1,1.0,0,0,100.032318115234,7.0,0
18521-167-11-3,3,2,20.0,1,0.0,0,0,100.032318115234,6.0,0
18521-168-11-1,1,1,23.0,1,1.0,1,0,100.032318115234,5.0,0
18521-168-11-2,2,2,24.0,1,0.0,1,0,100.032318115234,7.0,0
18521-168-11-3,3,1,5.0,0,,0,0,100.032318115234,2.0,0
18522-33-11-1,1,1,46.0,1,1.0,1,0,100.032318115234,6.0,1
18522-33-11-2,2,2,26.0,1,0.0,0,0,100.032318115234,6.0,0
18522-33-11-3,3,1,5.0,0,,0,0,100.032318115234,2.0,0
18522-34-11-1,1,1,48.0,1,1.0,0,0,100.032318115234,8.0,0
18522-34-11-2,2,2,44.0,1,1.0,1,0,100.032318115234,4.0,0
18522-34-11-3,3,1,26.0,1,1.0,1,0,100.032318115234,9.0,0
18522-34-11-4,3,1,21.0,1,1.0,1,0,100.032318115234,9.0,0
18522-34-11-5,3,1,13.0,0,,0,0,100.032318115234,4.0,0
18522-35-11-1,1,1,50.0,1,1.0,1,0,100.032318115234,4.0,0
18522-35-11-2,2,2,46.0,1,1.0,1,0,100.032318115234,4.0,0
18522-35-11-3,3,1,22.0,1,0.0,1,0,100.032318115234,8.0,0
18522-36-11-1,1,1,90.0,1,1.0,0,0,100.032318115234,6.0,0
18522-101-11-1,1,1,63.0,1,1.0,1,0,100.032318115234,6.0,0
18522-102-11-1,1,2,28.0,1,1.0,1,0,100.032318115234,6.0,0
18522-102-11-2,3,2,11.0,0,,0,0,100.032318115234,3.0,0
18522-103-11-1,1,1,62.0,1,0.0,1,0,100.032318115234,4.0,0
18522-103-11-2,2,2,54.0,1,1.0,0,0,100.032318115234,3.0,0
18522-103-11-3,3,2,22.0,1,1.0,1,0,100.032318115234,6.0,0
18522-103-11-4,3,2,14.0,1,0.0,0,0,100.032318115234,5.0,0
18522-104-11-1,1,2,50.0,1,1.0,0,0,100.032318115234,1.0,0
18522-104-11-2,3,1,20.0,1,1.0,0,0,100.032318115234,1.0,0
18522-104-11-3,3,2,16.0,1,0.0,0,0,100.032318115234,5.0,0
18523-42-11-1,1,1,58.0,1,1.0,0,0,111.045082092285,5.0,0
18523-42-11-2,2,2,54.0,1,0.0,0,0,111.045082092285,10.0,0
18523-42-11-3,3,1,29.0,1,1.0,0,0,111.045082092285,6.0,0
18523-42-11-4,3,1,28.0,1,1.0,0,0,111.045082092285,6.0,0
18523-42-11-5,3,1,20.0,1,1.0,0,0,111.045082092285,6.0,0
18523-42-11-6,3,2,19.0,1,1.0,0,0,111.045082092285,7.0,0
18523-42-11-7,7,2,33.0,1,1.0,0,0,111.045082092285,9.0,0
18523-42-11-8,7,2,11.0,0,,0,0,111.045082092285,3.0,0
18523-42-11-9,7,2,2.0,0,,0,0,111.045082092285,,0
18523-43-11-1,1,1,87.0,1,1.0,0,0,111.045082092285,3.0,0
18523-43-11-2,2,2,95.0,1,1.0,0,0,111.045082092285,1.0,0
18523-44-11-1,1,1,64.0,1,1.0,0,0,111.045082092285,6.0,0
18523-87-11-1,1,1,49.0,1,1.0,0,0,111.045082092285,6.0,0
18523-87-11-2,2,2,52.0,1,0.0,0,0,111.045082092285,8.0,0
18523-87-11-3,3,2,19.0,1,0.0,1,0,111.045082092285,9.0,0
18523-87-11-4,3,2,14.0,1,0.0,0,0,111.045082092285,5.0,0
18523-93-11-1,1,1,65.0,1,1.0,0,0,111.045082092285,5.0,0
