llave_persona,P203,P207,Edad,Ocupado,Informal,Billetera,CreditoFormal_2024,FACTOR07,P301A,CreditoFormal_2025
20572-65-11-4,3,2,40.0,1,1.0,1,0,276.668487548828,6.0,0
20572-65-11-5,4,1,35.0,1,1.0,0,0,276.668487548828,1.0,0
20572-65-11-6,5,1,14.0,1,1.0,0,0,276.668487548828,5.0,0
20572-65-11-7,3,1,38.0,1,0.0,1,0,276.668487548828,6.0,0
20572-65-11-8,4,2,33.0,1,0.0,1,0,276.668487548828,8.0,0
20572-65-11-9,5,2,5.0,0,,0,0,276.668487548828,2.0,0
20572-65-11-10,10,1,72.0,1,0.0,0,0,276.668487548828,1.0,0
20575-19-11-1,1,1,50.0,1,1.0,0,1,239.802093505859,8.0,0
20575-19-11-2,2,2,47.0,1,0.0,0,0,239.802093505859,6.0,0
20575-19-11-3,3,2,16.0,1,0.0,0,0,239.802093505859,5.0,0
20575-19-11-4,3,2,13.0,0,,0,0,239.802093505859,5.0,0
20575-34-11-1,1,1,45.0,1,0.0,1,1,239.802093505859,8.0,0
20575-34-11-2,2,2,41.0,1,0.0,1,0,239.802093505859,8.0,0
20575-34-11-3,3,1,19.0,1,1.0,1,0,239.802093505859,9.0,0
20575-34-11-4,3,2,16.0,1,0.0,0,0,239.802093505859,5.0,0
20575-34-11-5,3,2,0.0,0,,0,0,239.802093505859,,0
20575-49-11-1,1,1,45.0,1,0.0,0,0,239.802093505859,9.0,0
20575-49-11-2,2,2,40.0,1,0.0,0,0,239.802093505859,7.0,1
20575-49-11-3,3,2,18.0,1,0.0,0,0,239.802093505859,9.0,0
20575-49-11-4,3,1,16.0,1,0.0,0,0,239.802093505859,5.0,0
20575-64-11-1,1,2,53.0,1,0.0,0,0,239.802093505859,10.0,0
20575-64-11-2,2,1,58.0,1,1.0,0,0,239.802093505859,8.0,0
20575-64-11-3,3,1,20.0,1,1.0,0,0,239.802093505859,6.0,0
20575-64-11-4,3,1,14.0,1,0.0,0,0,239.802093505859,5.0,0
20575-111-11-1,1,1,41.0,1,0.0,0,0,239.802093505859,6.0,0
20575-111-11-2,2,2,35.0,1,1.0,0,0,239.802093505859,5.0,0
20575-111-11-3,3,1,17.0,1,0.0,0,0,239.802093505859,6.0,0
20575-111-11-4,3,1,14.0,1,0.0,0,0,239.802093505859,5.0,0
20575-111-11-5,3,2,10.0,0,,0,0,239.802093505859,3.0,0
20575-111-11-6,3,1,7.0,0,,0,0,239.802093505859,3.0,0
20575-126-11-1,1,1,74.0,1,1.0,0,0,239.802093505859,5.0,0
20575-126-11-2,2,2,74.0,1,0.0,0,0,239.802093505859,4.0,0
20577-36-11-1,1,1,56.0,1,0.0,0,0,264.777313232422,11.0,1
20577-36-11-2,2,2,36.0,1,0.0,0,0,264.777313232422,10.0,0
20577-36-11-3,3,1,8.0,0,,0,0,264.777313232422,3.0,0
20577-56-11-1,1,2,51.0,1,1.0,0,0,264.777313232422,6.0,0
20577-56-11-2,3,1,26.0,1,0.0,0,0,264.777313232422,7.0,0
20577-56-11-3,3,1,22.0,1,0.0,1,0,264.777313232422,9.0,0
20577-113-11-1,1,1,38.0,1,1.0,0,0,264.777313232422,8.0,0
20577-113-11-2,2,2,37.0,1,0.0,0,0,264.777313232422,8.0,0
20577-113-11-3,3,2,13.0,0,,0,0,264.777313232422,5.0,0
20577-113-11-4,3,1,6.0,0,,0,0,264.777313232422,2.0,0
20577-132-11-1,1,1,49.0,1,1.0,0,0,264.777313232422,8.0,0
20577-132-11-2,2,2,46.0,1,1.0,0,0,264.777313232422,7.0,0
20577-132-11-3,3,2,25.0,1,0.0,0,0,264.777313232422,10.0,0
20577-132-11-4,3,1,21.0,1,0.0,1,0,264.777313232422,9.0,0
20577-132-11-5,3,1,17.0,1,0.0,0,0,264.777313232422,6.0,0
20577-132-11-6,3,2,17.0,1,0.0,0,0,264.777313232422,6.0,0
20577-132-11-7,3,2,10.0,0,,0,0,264.777313232422,3.0,0
20577-151-11-1,1,1,32.0,1,0.0,0,0,264.777313232422,8.0,1
20577-151-11-2,2,2,29.0,1,1.0,0,0,264.777313232422,6.0,0
20577-151-11-3,3,2,8.0,0,,0,0,264.777313232422,3.0,0
20577-151-11-4,3,2,5.0,0,,0,0,264.777313232422,2.0,0
20577-151-11-5,3,2,1.0,0,,0,0,264.777313232422,,0
20577-170-11-1,1,1,60.0,1,1.0,0,0,264.777313232422,3.0,0
20577-170-11-2,2,2,63.0,1,1.0,0,0,264.777313232422,3.0,0
20579-12-11-1,1,1,47.0,1,0.0,0,1,150.508880615234,6.0,1
20579-12-11-2,2,2,45.0,1,0.0,0,0,150.508880615234,6.0,0
20579-12-11-3,3,2,21.0,1,0.0,1,1,150.508880615234,8.0,0
20579-12-11-4,3,1,13.0,0,,0,0,150.508880615234,5.0,0
20579-12-11-5,3,2,9.0,0,,0,0,150.508880615234,3.0,0
20579-26-11-1,1,2,54.0,1,0.0,1,1,150.508880615234,10.0,1
20579-53-11-1,1,1,45.0,1,1.0,1,0,150.508880615234,4.0,0
20579-53-11-2,2,2,39.0,1,1.0,0,0,150.508880615234,5.0,0
20579-53-11-3,3,2,19.0,1,1.0,1,0,150.508880615234,6.0,0
20579-53-11-4,3,1,15.0,1,1.0,0,0,150.508880615234,5.0,0
20579-67-11-1,1,2,46.0,1,0.0,1,0,150.508880615234,6.0,0
20579-67-11-2,2,1,53.0,1,0.0,1,1,150.508880615234,8.0,1
20579-67-11-3,0, ,,0,,0,0,150.508880615234,,0
20579-80-11-1,1,2,40.0,1,0.0,1,1,150.508880615234,6.0,1
20579-80-11-2,2,1,53.0,1,0.0,1,1,150.508880615234,8.0,0
20579-80-11-3,3,2,15.0,1,0.0,0,0,150.508880615234,5.0,0
20579-80-11-4,3,1,10.0,0,,0,0,150.508880615234,3.0,0
20579-80-11-5,0, ,,0,,0,0,150.508880615234,,0
20579-94-11-1,1,1,20.0,1,1.0,1,0,150.508880615234,6.0,1
20579-94-11-2,0, ,,0,,0,0,150.508880615234,,0
20583-2-11-1,1,1,63.0,1,1.0,0,1,140.97265625,5.0,0
20583-3-11-1,1,1,63.0,1,1.0,0,0,140.97265625,4.0,0
20583-3-11-2,2,2,58.0,1,1.0,1,0,140.97265625,4.0,0
20583-3-11-3,3,2,13.0,0,,0,0,140.97265625,5.0,0
20583-4-11-1,1,1,63.0,1,1.0,0,0,140.97265625,5.0,0
20583-4-11-2,2,2,56.0,1,1.0,0,0,140.97265625,3.0,0
20583-4-11-3,3,1,16.0,1,1.0,0,0,140.97265625,5.0,0
20583-4-11-4,3,2,12.0,0,,0,0,140.97265625,4.0,0
20583-4-11-5,3,1,28.0,0,,0,0,140.97265625,,0
20583-37-11-1,1,1,30.0,1,1.0,0,0,140.97265625,4.0,0
20583-37-11-2,2,2,33.0,1,1.0,0,0,140.97265625,5.0,0
20583-37-11-3,3,2,12.0,0,,0,0,140.97265625,4.0,0
20583-37-11-4,3,1,9.0,0,,0,0,140.97265625,3.0,0
20583-37-11-5,3,1,7.0,0,,0,0,140.97265625,3.0,0
20583-38-11-1,1,1,50.0,1,1.0,1,0,140.97265625,4.0,0
20583-38-11-2,2,2,40.0,1,1.0,0,0,140.97265625,3.0,0
20583-38-11-3,3,1,19.0,1,1.0,0,0,140.97265625,6.0,0
20583-38-11-4,3,2,13.0,0,,0,0,140.97265625,5.0,0
20583-38-11-5,3,2,11.0,0,,0,0,140.97265625,3.0,0
20583-38-11-6,3,2,4.0,0,,0,0,140.97265625,2.0,0
20583-38-11-7,10,2,28.0,0,,0,0,140.97265625,,0
20583-38-11-8,7,2,7.0,0,,0,0,140.97265625,,0
20583-38-11-9,7,2,4.0,0,,0,0,140.97265625,,0
20583-38-11-10,7,1,2.0,0,,0,0,140.97265625,,0
20583-39-11-1,1,1,64.0,1,1.0,0,0,140.97265625,4.0,0
20583-39-11-2,2,2,50.0,1,1.0,0,0,140.97265625,4.0,0
20583-39-11-3,3,1,15.0,1,1.0,0,0,140.97265625,5.0,0
20583-39-11-4,3,1,7.0,0,,0,0,140.97265625,3.0,0
20583-40-11-1,1,1,39.0,1,1.0,0,0,140.97265625,6.0,0
20583-40-11-2,2,2,41.0,1,1.0,0,0,140.97265625,3.0,0
20583-40-11-3,3,2,16.0,1,0.0,0,0,140.97265625,5.0,0
20583-40-11-4,3,1,11.0,0,,0,0,140.97265625,3.0,0
20583-40-11-5,3,1,7.0,0,,0,0,140.97265625,3.0,0
20583-40-11-6,5,1,7.0,0,,0,0,140.97265625,3.0,0
20588-24-11-1,1,2,37.0,1,1.0,0,0,396.512878417969,7.0,0
20588-24-11-2,3,2,5.0,0,,0,0,396.512878417969,2.0,0
20588-24-11-3,3,2,3.0,0,,0,0,396.512878417969,1.0,0
20588-36-11-1,1,2,39.0,1,0.0,1,0,396.512878417969,8.0,0
20588-36-11-2,2,1,49.0,1,1.0,1,0,396.512878417969,6.0,0
20588-36-11-3,3,2,11.0,0,,0,0,396.512878417969,3.0,0
20588-36-11-4,3,1,8.0,0,,0,0,396.512878417969,3.0,0
20588-49-11-1,1,2,41.0,1,0.0,1,0,396.512878417969,6.0,0
20588-49-11-2,3,1,20.0,1,0.0,0,0,396.512878417969,6.0,0
20588-49-11-3,3,2,5.0,0,,0,0,396.512878417969,2.0,0
20588-61-11-1,1,1,78.0,1,0.0,0,0,396.512878417969,3.0,0
20588-61-11-2,3,1,44.0,1,1.0,1,0,396.512878417969,7.0,0
20588-74-11-1,1,1,70.0,1,0.0,0,0,396.512878417969,3.0,0
20588-74-11-2,2,2,68.0,1,0.0,0,0,396.512878417969,3.0,1
20588-74-11-3,3,1,45.0,1,0.0,0,0,396.512878417969,8.0,1
20588-74-11-4,3,2,41.0,1,0.0,0,1,396.512878417969,6.0,0
20588-74-11-5,3,2,33.0,1,0.0,1,0,396.512878417969,8.0,0
20588-74-11-6,5,2,14.0,1,0.0,0,0,396.512878417969,5.0,0
20588-74-11-7,5,1,8.0,0,,0,0,396.512878417969,3.0,0
20589-2-11-1,1,1,37.0,1,1.0,0,0,65.2061309814453,4.0,0
20589-2-11-2,2,2,37.0,1,1.0,0,0,65.2061309814453,4.0,0
20589-2-11-3,10,2,14.0,0,,0,0,65.2061309814453,,0
20589-89-11-1,1,1,36.0,1,1.0,0,0,65.2061309814453,3.0,1
20589-89-11-2,2,2,32.0,1,0.0,0,0,65.2061309814453,4.0,0
20589-89-11-3,3,1,15.0,1,1.0,0,0,65.2061309814453,4.0,0
20589-91-11-1,1,1,56.0,1,1.0,0,0,65.2061309814453,4.0,0
20589-91-11-2,2,2,51.0,1,1.0,0,0,65.2061309814453,4.0,0
20589-91-11-3,3,1,22.0,1,1.0,1,0,65.2061309814453,5.0,0
20589-91-11-4,3,1,14.0,1,1.0,0,0,65.2061309814453,4.0,0
20589-98-11-1,1,1,44.0,1,1.0,0,0,65.2061309814453,4.0,0
20589-99-11-1,1,1,40.0,1,1.0,0,1,65.2061309814453,4.0,0
20589-99-11-2,2,2,40.0,1,1.0,0,1,65.2061309814453,4.0,0
20589-99-11-3,3,2,15.0,1,1.0,0,0,65.2061309814453,5.0,0
20589-99-11-4,3,2,12.0,0,,0,0,65.2061309814453,4.0,0
20589-99-11-5,3,2,3.0,0,,0,0,65.2061309814453,2.0,0
20589-100-11-1,1,1,81.0,1,0.0,0,0,65.2061309814453,3.0,0
20589-100-11-2,2,2,77.0,1,1.0,0,0,65.2061309814453,3.0,0
20589-100-11-3,3,2,46.0,1,1.0,0,0,65.2061309814453,3.0,0
20589-100-11-4,3,1,17.0,0,,0,0,65.2061309814453,,0
20592-12-11-1,1,1,51.0,1,0.0,0,1,410.718353271484,8.0,0
20592-12-11-2,2,2,53.0,1,1.0,0,1,410.718353271484,5.0,0
20592-12-11-3,3,2,25.0,1,1.0,0,0,410.718353271484,9.0,0
20592-12-11-4,3,1,22.0,1,0.0,0,0,410.718353271484,9.0,0
20592-12-11-5,3,1,19.0,1,1.0,0,0,410.718353271484,6.0,0
20592-35-11-1,1,1,71.0,1,0.0,0,0,410.718353271484,1.0,0
20592-35-11-2,2,2,68.0,1,0.0,0,0,410.718353271484,1.0,0
20592-68-11-1,1,2,45.0,1,0.0,0,0,410.718353271484,1.0,0
20592-68-11-2,0, ,,0,,0,0,410.718353271484,,0
20592-68-11-3,0, ,,0,,0,0,410.718353271484,,0
20592-68-11-4,0, ,,0,,0,0,410.718353271484,,0
20592-68-11-5,0, ,,0,,0,0,410.718353271484,,0
20592-81-11-1,1,1,29.0,1,1.0,1,0,410.718353271484,3.0,0
20592-81-11-2,2,2,26.0,1,1.0,1,1,410.718353271484,6.0,1
20592-81-11-3,3,1,9.0,0,,0,0,410.718353271484,3.0,0
20592-81-11-4,3,1,2.0,0,,0,0,410.718353271484,,0
20592-91-11-1,1,2,43.0,1,0.0,0,0,410.718353271484,3.0,0
20592-91-11-2,3,1,15.0,1,0.0,0,0,410.718353271484,5.0,0
20592-91-11-3,3,2,12.0,0,,0,0,410.718353271484,4.0,0
20592-91-11-4,3,2,9.0,0,,0,0,410.718353271484,3.0,0
20592-91-11-5,3,2,2.0,0,,0,0,410.718353271484,,0
20593-15-11-1,1,2,60.0,1,1.0,1,0,386.01806640625,8.0,0
20593-15-11-2,3,1,21.0,1,1.0,1,0,386.01806640625,8.0,0
20593-29-11-1,1,1,40.0,1,1.0,1,1,386.01806640625,6.0,0
20593-29-11-2,2,2,37.0,1,0.0,1,1,386.01806640625,5.0,0
20593-29-11-3,3,2,20.0,1,0.0,1,0,386.01806640625,6.0,0
20593-54-11-1,1,1,70.0,1,0.0,0,0,386.01806640625,6.0,0
20593-92-11-1,1,1,61.0,1,0.0,1,0,386.01806640625,6.0,0
20593-92-11-2,2,2,57.0,1,1.0,1,0,386.01806640625,6.0,0
20593-92-11-3,3,2,31.0,1,0.0,0,0,386.01806640625,6.0,0
20593-92-11-4,3,2,28.0,1,1.0,1,0,386.01806640625,6.0,0
20593-92-11-5,5,2,11.0,0,,0,0,386.01806640625,3.0,0
20593-112-11-1,1,1,74.0,1,0.0,0,0,386.01806640625,4.0,0
20593-112-11-2,2,2,65.0,1,0.0,0,0,386.01806640625,4.0,0
20595-25-11-1,1,1,63.0,1,1.0,0,0,140.304168701172,3.0,0
20595-25-11-2,2,2,57.0,1,1.0,0,0,140.304168701172,4.0,0
20595-25-11-3,3,1,35.0,1,1.0,0,0,140.304168701172,5.0,0
20595-25-11-4,3,2,33.0,1,1.0,0,0,140.304168701172,3.0,0
20595-25-11-5,5,1,15.0,1,1.0,0,0,140.304168701172,5.0,0
20595-25-11-6,5,2,8.0,0,,0,0,140.304168701172,3.0,0
20595-26-11-1,1,1,46.0,1,1.0,0,0,140.304168701172,4.0,0
20595-26-11-2,2,2,52.0,1,1.0,0,0,140.304168701172,8.0,0
20595-26-11-3,3,1,14.0,1,1.0,0,0,140.304168701172,5.0,0
20595-27-11-1,1,1,52.0,1,1.0,0,0,140.304168701172,6.0,0
20595-27-11-2,2,2,48.0,1,1.0,0,0,140.304168701172,5.0,0
20595-27-11-3,3,1,15.0,1,1.0,0,0,140.304168701172,5.0,0
20595-27-11-4,3,1,10.0,0,,0,0,140.304168701172,3.0,0
20595-27-11-5,3,2,29.0,1,1.0,1,0,140.304168701172,8.0,0
20595-27-11-6,5,1,9.0,0,,0,0,140.304168701172,3.0,0
20595-28-11-1,1,2,83.0,1,1.0,0,0,140.304168701172,1.0,0
20595-97-11-1,1,1,68.0,1,1.0,0,0,140.304168701172,6.0,0
20595-99-11-1,1,1,71.0,1,1.0,0,0,140.304168701172,3.0,0
20595-99-11-2,2,2,67.0,1,0.0,0,0,140.304168701172,1.0,0
20595-100-11-1,1,1,40.0,1,1.0,0,0,140.304168701172,6.0,0
20595-100-11-2,2,2,43.0,1,1.0,0,0,140.304168701172,3.0,0
20595-100-11-3,3,2,15.0,1,1.0,0,0,140.304168701172,5.0,0
20595-100-11-4,3,1,13.0,0,,0,0,140.304168701172,4.0,0
20595-100-11-5,3,2,10.0,0,,0,0,140.304168701172,3.0,0
20595-101-11-1,1,1,60.0,1,1.0,0,0,140.304168701172,3.0,0
20597-5-11-1,1,1,56.0,1,1.0,0,0,127.415306091309,4.0,0
20597-5-11-2,2,2,60.0,1,1.0,0,0,127.415306091309,4.0,0
20597-5-11-3,3,1,21.0,1,1.0,0,0,127.415306091309,4.0,0
20597-8-11-1,1,1,38.0,1,0.0,0,0,127.415306091309,3.0,0
20597-8-11-2,2,2,35.0,1,1.0,0,0,127.415306091309,3.0,0
20597-45-11-1,1,1,79.0,1,1.0,0,0,127.415306091309,4.0,0
20597-45-11-2,2,2,77.0,1,0.0,0,0,127.415306091309,4.0,0
20597-46-11-1,1,1,62.0,1,1.0,0,0,127.415306091309,6.0,0
20597-48-11-1,1,1,60.0,1,1.0,1,1,127.415306091309,6.0,1
20597-48-11-2,2,2,57.0,1,1.0,0,0,127.415306091309,4.0,0
20597-48-11-3,3,1,28.0,1,1.0,1,0,127.415306091309,6.0,0
20597-48-11-4,3,2,23.0,1,1.0,0,0,127.415306091309,9.0,0
20597-50-11-1,1,1,77.0,1,1.0,0,0,127.415306091309,4.0,0
20597-50-11-2,2,2,70.0,1,1.0,0,0,127.415306091309,4.0,0
20598-37-11-1,1,2,39.0,1,0.0,1,1,42.9794769287109,7.0,1
20598-37-11-2,3,2,19.0,1,0.0,1,0,42.9794769287109,6.0,0
20598-37-11-3,3,1,12.0,0,,0,0,42.9794769287109,3.0,0
20598-65-11-1,1,1,76.0,1,0.0,1,0,42.9794769287109,10.0,0
20598-65-11-2,2,2,80.0,1,0.0,1,0,42.9794769287109,10.0,0
20604-1-11-1,1,1,70.0,1,1.0,0,0,98.3941040039063,3.0,0
20604-1-11-2,2,2,68.0,1,1.0,0,0,98.3941040039063,1.0,0
20604-2-11-1,1,1,62.0,1,1.0,0,0,98.3941040039063,3.0,0
20604-2-11-2,2,2,55.0,1,1.0,0,0,98.3941040039063,3.0,0
20604-2-11-3,3,2,17.0,1,1.0,0,0,98.3941040039063,6.0,0
20604-2-11-4,0, ,,0,,0,0,98.3941040039063,,0
20604-2-11-5,0, ,,0,,0,0,98.3941040039063,,0
20604-2-11-6,0, ,,0,,0,0,98.3941040039063,,0
20604-2-11-7,0, ,,0,,0,0,98.3941040039063,,0
20604-2-11-8,0, ,,0,,0,0,98.3941040039063,,0
20604-2-11-9,0, ,,0,,0,0,98.3941040039063,,0
20604-3-11-1,1,1,59.0,1,1.0,0,0,98.3941040039063,3.0,0
20604-3-11-2,2,2,57.0,1,1.0,0,0,98.3941040039063,4.0,0
20604-3-11-3,3,1,36.0,1,1.0,0,0,98.3941040039063,6.0,0
20604-3-11-4,3,1,19.0,1,1.0,0,0,98.3941040039063,6.0,0
20604-3-11-5,3,2,15.0,1,1.0,0,0,98.3941040039063,5.0,1
20604-4-11-1,1,1,61.0,1,1.0,0,0,98.3941040039063,4.0,0
20604-4-11-2,2,2,52.0,1,1.0,0,0,98.3941040039063,3.0,0
20604-4-11-3,3,2,30.0,1,0.0,0,0,98.3941040039063,5.0,0
20604-4-11-4,3,1,27.0,1,1.0,1,0,98.3941040039063,4.0,0
20604-4-11-5,3,2,33.0,1,1.0,0,0,98.3941040039063,6.0,0
20604-4-11-6,5,2,11.0,0,,0,0,98.3941040039063,3.0,0
20604-109-11-1,1,1,70.0,1,1.0,0,0,98.3941040039063,3.0,0
20604-110-11-1,1,1,58.0,1,1.0,0,0,98.3941040039063,4.0,0
20604-110-11-2,3,1,26.0,1,1.0,0,0,98.3941040039063,5.0,0
20604-111-11-1,1,1,64.0,1,1.0,0,0,98.3941040039063,4.0,0
20604-111-11-2,2,2,58.0,1,1.0,0,0,98.3941040039063,3.0,1
20604-111-11-3,3,1,25.0,1,0.0,0,0,98.3941040039063,7.0,0
20604-111-11-4,7,1,34.0,1,1.0,0,0,98.3941040039063,5.0,0
20604-112-11-1,1,1,47.0,1,1.0,0,0,98.3941040039063,3.0,0
20604-112-11-2,2,2,39.0,1,1.0,0,0,98.3941040039063,3.0,0
20604-112-11-3,3,1,20.0,1,1.0,0,0,98.3941040039063,6.0,0
20604-112-11-4,3,1,16.0,1,1.0,0,0,98.3941040039063,5.0,0
20604-112-11-5,3,1,13.0,0,,0,0,98.3941040039063,5.0,0
20604-112-11-6,3,1,9.0,0,,0,0,98.3941040039063,3.0,0
20604-112-11-7,3,2,4.0,0,,0,0,98.3941040039063,1.0,0
20604-112-11-8,3,2,2.0,0,,0,0,98.3941040039063,,0
20605-33-11-1,1,2,46.0,1,1.0,0,0,330.590240478516,4.0,0
20605-33-11-2,3,2,25.0,1,1.0,0,0,330.590240478516,8.0,0
20605-33-11-3,5,1,8.0,0,,0,0,330.590240478516,3.0,0
20605-33-11-4,5,2,4.0,0,,0,0,330.590240478516,2.0,0
20605-33-11-5,5,1,1.0,0,,0,0,330.590240478516,,0
20605-35-11-1,1,1,79.0,1,1.0,0,0,330.590240478516,3.0,0
20605-35-11-2,2,2,78.0,1,1.0,0,0,330.590240478516,1.0,0
20605-35-11-3,3,2,48.0,1,0.0,0,0,330.590240478516,1.0,0
20605-36-11-1,1,1,67.0,1,1.0,0,1,330.590240478516,4.0,0
20605-36-11-2,2,2,71.0,1,1.0,0,0,330.590240478516,4.0,0
20605-106-11-1,1,2,63.0,1,1.0,0,0,330.590240478516,6.0,0
20605-106-11-2,2,1,67.0,1,0.0,0,0,330.590240478516,5.0,0
20605-108-11-1,1,2,45.0,1,1.0,0,0,330.590240478516,4.0,0
20605-108-11-2,3,1,14.0,1,1.0,0,0,330.590240478516,5.0,0
20605-109-11-1,1,2,48.0,1,1.0,0,0,330.590240478516,6.0,0
20605-109-11-2,3,1,25.0,1,0.0,0,0,330.590240478516,10.0,0
20605-112-11-1,1,1,71.0,1,1.0,0,0,330.590240478516,1.0,0
20605-112-11-2,2,2,75.0,1,1.0,0,0,330.590240478516,1.0,0
20606-7-11-1,1,1,73.0,1,1.0,0,0,149.580154418945,11.0,0
20606-7-11-2,0, ,,0,,0,0,149.580154418945,,0
20606-18-11-1,1,2,93.0,1,0.0,0,0,149.580154418945,3.0,0
20606-28-11-1,1,1,56.0,1,1.0,0,0,149.580154418945,6.0,0
20606-28-11-2,2,2,54.0,1,1.0,0,0,149.580154418945,3.0,0
20606-28-11-3,3,2,29.0,1,1.0,0,0,149.580154418945,6.0,0
20606-28-11-4,4,2,79.0,1,0.0,0,0,149.580154418945,1.0,0
20606-28-11-5,0, ,,0,,0,0,149.580154418945,,0
20606-39-11-1,1,1,62.0,1,0.0,0,1,149.580154418945,8.0,0
20606-39-11-2,3,1,34.0,1,1.0,0,0,149.580154418945,5.0,0
20606-39-11-3,3,2,31.0,1,1.0,1,1,149.580154418945,8.0,0
20606-39-11-4,4,1,28.0,1,0.0,1,1,149.580154418945,10.0,0
20606-39-11-5,5,1,1.0,0,,0,0,149.580154418945,,0
20606-39-11-6,0, ,,0,,0,0,149.580154418945,,0
20606-39-11-7,0, ,,0,,0,0,149.580154418945,,0
20606-39-11-8,0, ,,0,,0,0,149.580154418945,,0
20606-71-11-1,1,2,38.0,1,1.0,1,1,149.580154418945,3.0,0
20606-71-11-2,3,2,14.0,1,1.0,0,0,149.580154418945,4.0,0
20606-71-11-3,3,2,11.0,0,,0,0,149.580154418945,3.0,0
20606-71-11-4,0, ,,0,,0,0,149.580154418945,,0
20606-102-11-1,1,1,47.0,1,1.0,0,1,149.580154418945,5.0,0
20606-102-11-2,2,2,45.0,1,1.0,0,0,149.580154418945,4.0,0
20606-113-11-1,1,2,63.0,1,1.0,0,0,149.580154418945,1.0,0
20606-113-11-2,3,1,21.0,1,1.0,1,1,149.580154418945,6.0,0
20606-113-11-3,3,1,18.0,1,1.0,1,1,149.580154418945,5.0,0
20607-77-11-1,1,1,66.0,1,1.0,0,0,149.580154418945,3.0,0
20607-77-11-2,2,2,67.0,1,1.0,0,0,149.580154418945,1.0,0
20607-77-11-3,3,2,46.0,0,,0,0,149.580154418945,,0
20607-78-11-1,1,2,30.0,1,1.0,0,0,149.580154418945,6.0,0
20607-78-11-2,2,1,43.0,1,1.0,0,1,149.580154418945,8.0,0
20607-78-11-3,3,1,10.0,0,,0,0,149.580154418945,3.0,0
20607-78-11-4,3,2,4.0,0,,0,0,149.580154418945,2.0,0
20607-80-11-1,1,1,45.0,1,1.0,1,0,149.580154418945,5.0,0
20607-80-11-2,2,2,46.0,1,1.0,0,0,149.580154418945,3.0,0
20607-80-11-3,5,1,7.0,0,,0,0,149.580154418945,3.0,0
20607-178-11-1,1,1,54.0,1,1.0,0,0,149.580154418945,4.0,0
20607-178-11-2,2,2,58.0,1,1.0,0,0,149.580154418945,3.0,0
20607-179-11-1,1,2,57.0,1,1.0,0,0,149.580154418945,4.0,0
20607-179-11-2,5,1,13.0,0,,0,0,149.580154418945,4.0,0
20607-179-11-3,3,2,35.0,0,,0,0,149.580154418945,,0
20607-179-11-4,3,2,28.0,0,,0,0,149.580154418945,,0
20607-179-11-5,0, ,,0,,0,0,149.580154418945,,0
20607-179-11-6,0, ,,0,,0,0,149.580154418945,,0
20607-179-11-7,0, ,,0,,0,0,149.580154418945,,0
20607-182-11-1,1,2,60.0,1,1.0,0,0,149.580154418945,3.0,0
20607-182-11-2,3,1,36.0,1,1.0,0,0,149.580154418945,6.0,0
20607-182-11-3,0, ,,0,,0,0,149.580154418945,,0
20607-182-11-4,0, ,,0,,0,0,149.580154418945,,0
20607-183-11-1,1,2,75.0,1,1.0,0,0,149.580154418945,1.0,0
20611-24-11-1,1,2,53.0,1,0.0,1,0,242.733139038086,8.0,1
20611-24-11-2,0, ,,0,,0,0,242.733139038086,,0
20611-72-11-1,1,2,59.0,1,1.0,1,0,242.733139038086,10.0,0
20611-89-11-1,1,1,51.0,1,1.0,1,0,242.733139038086,3.0,0
20611-89-11-2,2,2,51.0,1,1.0,0,0,242.733139038086,4.0,0
20611-89-11-3,3,2,26.0,1,0.0,1,0,242.733139038086,1.0,0
20611-89-11-4,3,1,24.0,1,1.0,1,0,242.733139038086,6.0,0
20611-89-11-5,3,2,14.0,1,1.0,0,0,242.733139038086,5.0,0
20611-105-11-1,1,1,56.0,1,0.0,1,0,242.733139038086,6.0,1
20611-105-11-2,3,2,21.0,1,0.0,1,0,242.733139038086,6.0,0
20611-105-11-3,3,1,16.0,1,0.0,0,0,242.733139038086,5.0,0
20613-21-11-1,1,1,43.0,1,1.0,0,0,25.9930801391602,1.0,0
20613-21-11-2,2,2,43.0,1,1.0,0,0,25.9930801391602,3.0,0
20613-21-11-3,3,1,16.0,1,0.0,0,0,25.9930801391602,5.0,0
20613-21-11-4,3,1,14.0,1,0.0,0,0,25.9930801391602,5.0,0
20613-21-11-5,3,1,11.0,0,,0,0,25.9930801391602,3.0,0
20613-21-11-6,3,1,6.0,0,,0,0,25.9930801391602,2.0,0
20613-21-11-7,3,2,20.0,1,0.0,0,0,25.9930801391602,6.0,0
20613-21-11-8,5,2,6.0,0,,0,0,25.9930801391602,2.0,0
20613-21-11-9,5,1,0.0,0,,0,0,25.9930801391602,,0
20613-22-11-1,1,2,32.0,1,0.0,0,0,25.9930801391602,1.0,0
20613-22-11-2,2,1,33.0,1,1.0,0,0,25.9930801391602,1.0,0
20613-22-11-3,3,2,13.0,0,,0,0,25.9930801391602,4.0,0
20613-22-11-4,3,2,11.0,0,,0,0,25.9930801391602,3.0,0
20613-22-11-5,3,1,9.0,0,,0,0,25.9930801391602,3.0,0
20613-22-11-6,3,2,7.0,0,,0,0,25.9930801391602,3.0,0
20613-22-11-7,3,1,4.0,0,,0,0,25.9930801391602,2.0,0
20613-22-11-8,3,1,0.0,0,,0,0,25.9930801391602,,0
20613-23-11-1,1,1,29.0,1,1.0,0,0,25.9930801391602,1.0,0
