llave_persona,P203,P207,Edad,Ocupado,Informal,TenenciaBilletera,UsoBilletera,CreditoFormal_2024,FACTOR07,P301A,ESTRATO,DOMINIO,MIEPERHO,CONGLOME,CreditoFormal_2025,CreditoInformal_2025,P203_num,Ocupado_num,CreditoFormal_2024_num,CreditoFormal_2025_num,Informal_num,NuevoCredito
19712-230-11-1,1,1,56.0,1,1.0,0,0,0,179.83235168457,4.0,7,7,3,19712,0,0,1,1,0,0,1.0,0
19712-233-11-1,1,1,32.0,1,1.0,0,0,0,179.83235168457,4.0,7,7,5,19712,1,0,1,1,0,1,1.0,1
19712-234-11-1,1,1,33.0,1,0.0,0,0,0,179.83235168457,6.0,7,7,4,19712,0,1,1,1,0,0,0.0,0
19713-116-11-1,1,1,61.0,1,1.0,0,0,0,162.846343994141,4.0,7,7,4,19713,0,0,1,1,0,0,1.0,0
19713-302-11-1,1,1,48.0,1,0.0,0,0,0,162.846343994141,4.0,7,7,3,19713,0,0,1,1,0,0,0.0,0
19713-303-11-1,1,1,24.0,1,0.0,1,1,0,162.846343994141,4.0,7,7,3,19713,0,0,1,1,0,0,0.0,0
19713-305-11-1,1,1,42.0,1,1.0,0,0,0,162.846343994141,4.0,7,7,6,19713,0,0,1,1,0,0,1.0,0
19713-306-11-1,1,1,33.0,1,0.0,0,0,0,162.846343994141,4.0,7,7,4,19713,0,0,1,1,0,0,0.0,0
19713-307-11-1,1,2,26.0,1,1.0,1,0,0,162.846343994141,3.0,7,7,2,19713,0,0,1,1,0,0,1.0,0
19713-308-11-1,1,1,23.0,1,1.0,0,0,0,162.846343994141,4.0,7,7,3,19713,0,0,1,1,0,0,1.0,0
19714-53-11-1,1,1,41.0,1,1.0,0,0,0,179.83235168457,3.0,8,7,5,19714,0,0,1,1,0,0,1.0,0
19714-112-11-1,1,1,31.0,1,1.0,0,0,0,179.83235168457,3.0,8,7,4,19714,0,0,1,1,0,0,1.0,0
19714-115-11-1,1,1,61.0,1,1.0,1,0,0,179.83235168457,1.0,8,7,1,19714,0,0,1,1,0,0,1.0,0
19715-36-11-1,1,1,71.0,1,1.0,0,0,0,150.03825378418,3.0,7,7,1,19715,0,0,1,1,0,0,1.0,0
19715-115-11-1,1,2,57.0,1,0.0,0,0,0,150.03825378418,4.0,7,7,5,19715,0,0,1,1,0,0,0.0,0
19715-116-11-1,1,1,81.0,1,1.0,0,0,0,150.03825378418,3.0,7,7,2,19715,0,0,1,1,0,0,1.0,0
19715-117-11-1,1,1,39.0,1,1.0,0,0,0,150.03825378418,3.0,7,7,4,19715,0,0,1,1,0,0,1.0,0
19715-118-11-1,1,2,60.0,1,1.0,0,0,0,150.03825378418,3.0,7,7,2,19715,0,0,1,1,0,0,1.0,0
19715-119-11-1,1,1,83.0,1,1.0,0,0,0,150.03825378418,3.0,7,7,2,19715,0,0,1,1,0,0,1.0,0
19715-120-11-1,1,1,85.0,1,1.0,0,0,0,150.03825378418,4.0,7,7,2,19715,0,0,1,1,0,0,1.0,0
19716-86-11-1,1,2,75.0,1,1.0,0,0,0,162.846343994141,1.0,7,7,1,19716,0,0,1,1,0,0,1.0,0
19716-87-11-1,1,2,50.0,1,1.0,1,0,0,162.846343994141,3.0,7,7,1,19716,0,0,1,1,0,0,1.0,0
19716-88-11-1,1,1,23.0,1,1.0,0,0,0,162.846343994141,3.0,7,7,4,19716,0,0,1,1,0,0,1.0,0
19716-193-11-1,1,1,71.0,1,1.0,0,0,0,162.846343994141,1.0,7,7,2,19716,0,0,1,1,0,0,1.0,0
19716-195-11-1,1,1,53.0,1,1.0,0,0,0,162.846343994141,3.0,7,7,4,19716,0,0,1,1,0,0,1.0,0
19716-196-11-1,1,1,42.0,1,1.0,0,0,0,162.846343994141,6.0,7,7,2,19716,0,0,1,1,0,0,1.0,0
19717-45-11-1,1,1,64.0,1,1.0,0,0,0,179.83235168457,3.0,8,7,2,19717,0,0,1,1,0,0,1.0,0
19717-46-11-1,1,2,52.0,1,0.0,0,0,0,179.83235168457,6.0,8,7,3,19717,0,0,1,1,0,0,0.0,0
19717-48-11-1,1,1,48.0,1,1.0,0,0,0,179.83235168457,6.0,8,7,5,19717,0,0,1,1,0,0,1.0,0
19717-127-11-1,1,2,58.0,1,1.0,0,0,0,179.83235168457,1.0,8,7,5,19717,0,0,1,1,0,0,1.0,0
19717-136-11-1,1,1,39.0,1,1.0,0,0,0,179.83235168457,6.0,8,7,6,19717,0,0,1,1,0,0,1.0,0
19750-20-11-1,1,1,44.0,1,1.0,0,0,0,87.7658081054688,3.0,2,7,3,19750,0,0,1,1,0,0,1.0,0
19750-48-11-1,1,1,33.0,1,1.0,1,0,0,87.7658081054688,6.0,2,7,5,19750,0,0,1,1,0,0,1.0,0
19750-62-11-1,1,2,60.0,1,1.0,0,0,0,87.7658081054688,6.0,2,7,4,19750,0,0,1,1,0,0,1.0,0
19751-51-11-1,1,2,62.0,1,1.0,1,0,0,90.1862564086914,6.0,2,7,2,19751,0,0,1,1,0,0,1.0,0
19751-84-11-1,1,1,25.0,1,1.0,0,1,0,90.1862564086914,6.0,2,7,4,19751,0,0,1,1,0,0,1.0,0
19751-102-12-1,1,1,55.0,1,1.0,0,0,0,90.1862564086914,5.0,2,7,5,19751,0,0,1,1,0,0,1.0,0
19751-102-22-1,1,2,32.0,1,1.0,1,1,0,90.1862564086914,7.0,2,7,4,19751,0,0,1,1,0,0,1.0,0
19753-12-11-1,1,2,39.0,1,1.0,0,0,0,114.153594970703,5.0,2,7,3,19753,0,0,1,1,0,0,1.0,0
19753-26-11-1,1,1,32.0,1,0.0,0,0,0,114.153594970703,8.0,2,7,2,19753,0,0,1,1,0,0,0.0,0
19754-36-11-1,1,2,59.0,1,1.0,1,1,0,87.7658081054688,6.0,2,7,7,19754,0,0,1,1,0,0,1.0,0
19754-102-11-1,1,1,49.0,1,1.0,0,0,0,87.7658081054688,8.0,2,7,4,19754,0,0,1,1,0,0,1.0,0
19755-73-11-1,1,2,72.0,1,1.0,0,0,0,96.3287353515625,4.0,2,7,2,19755,0,0,1,1,0,0,1.0,0
19756-19-11-1,1,2,70.0,1,1.0,0,0,0,120.248344421387,1.0,2,7,1,19756,0,0,1,1,0,0,1.0,0
19756-66-11-1,1,1,62.0,1,1.0,1,0,0,120.248344421387,6.0,2,7,3,19756,0,0,1,1,0,0,1.0,0
19756-81-11-1,1,2,57.0,1,0.0,1,1,0,120.248344421387,8.0,2,7,4,19756,0,0,1,1,0,0,0.0,0
19756-96-11-1,1,1,38.0,1,0.0,1,0,0,120.248344421387,6.0,2,7,5,19756,0,0,1,1,0,0,0.0,0
19759-39-11-1,1,1,47.0,1,0.0,1,0,0,306.191650390625,6.0,2,7,5,19759,0,0,1,1,0,0,0.0,0
19760-51-11-1,1,1,63.0,1,1.0,0,0,0,370.189361572266,6.0,2,7,3,19760,0,0,1,1,0,0,1.0,0
19760-77-11-1,1,2,56.0,1,1.0,0,0,0,370.189361572266,3.0,2,7,2,19760,0,0,1,1,0,0,1.0,0
19760-102-11-1,1,1,26.0,1,0.0,1,1,0,370.189361572266,8.0,2,7,4,19760,1,0,1,1,0,1,0.0,1
19783-76-11-1,1,1,77.0,1,1.0,0,0,0,120.248344421387,4.0,5,7,4,19783,0,0,1,1,0,0,1.0,0
19783-88-11-1,1,2,59.0,1,1.0,1,0,0,120.248344421387,6.0,5,7,4,19783,0,0,1,1,0,0,1.0,0
19783-100-11-1,1,2,35.0,1,1.0,1,1,0,120.248344421387,7.0,5,7,2,19783,1,0,1,1,0,1,1.0,1
19783-111-11-1,1,2,33.0,1,1.0,0,0,0,120.248344421387,3.0,5,7,2,19783,0,0,1,1,0,0,1.0,0
19786-6-11-1,1,2,58.0,1,1.0,1,0,0,117.02108001709,10.0,5,7,1,19786,0,0,1,1,0,0,1.0,0
19786-35-11-1,1,1,80.0,1,0.0,1,1,0,117.02108001709,6.0,5,7,2,19786,0,0,1,1,0,0,0.0,0
19787-3-11-1,1,1,65.0,1,1.0,0,0,0,120.248344421387,3.0,5,7,2,19787,1,0,1,1,0,1,1.0,1
19787-10-11-1,1,1,62.0,1,1.0,0,0,0,120.248344421387,3.0,5,7,3,19787,0,0,1,1,0,0,1.0,0
19788-22-11-1,1,2,56.0,1,1.0,0,0,0,424.970977783203,5.0,5,7,2,19788,0,0,1,1,0,0,1.0,0
19788-73-11-1,1,1,35.0,1,1.0,1,0,0,424.970977783203,4.0,5,7,3,19788,0,0,1,1,0,0,1.0,0
19788-105-11-1,1,1,43.0,1,0.0,0,0,0,424.970977783203,6.0,5,7,1,19788,0,0,1,1,0,0,0.0,0
19788-122-11-1,1,1,54.0,1,0.0,0,0,0,424.970977783203,4.0,5,7,2,19788,0,0,1,1,0,0,0.0,0
19789-7-11-1,1,1,76.0,1,1.0,0,0,0,370.189361572266,3.0,5,7,2,19789,0,0,1,1,0,0,1.0,0
19789-31-11-1,1,2,34.0,1,0.0,1,0,0,370.189361572266,10.0,5,7,3,19789,1,0,1,1,0,1,0.0,1
19789-42-11-1,1,1,71.0,1,1.0,0,0,0,370.189361572266,10.0,5,7,2,19789,0,0,1,1,0,0,1.0,0
19789-78-11-1,1,1,60.0,1,1.0,0,0,0,370.189361572266,4.0,5,7,1,19789,0,0,1,1,0,0,1.0,0
19790-19-11-1,1,1,38.0,1,1.0,1,0,0,408.255523681641,8.0,5,7,4,19790,0,0,1,1,0,0,1.0,0
19790-35-11-1,1,1,63.0,1,1.0,1,0,0,408.255523681641,5.0,5,7,2,19790,0,0,1,1,0,0,1.0,0
19790-50-11-1,1,1,62.0,1,1.0,1,0,0,408.255523681641,4.0,5,7,3,19790,1,0,1,1,0,1,1.0,1
19790-83-11-1,1,1,40.0,1,1.0,0,0,0,408.255523681641,6.0,5,7,3,19790,0,0,1,1,0,0,1.0,0
19790-99-11-1,1,2,79.0,1,1.0,0,0,0,408.255523681641,3.0,5,7,1,19790,0,0,1,1,0,0,1.0,0
19791-7-11-1,1,1,27.0,1,1.0,0,0,0,370.189361572266,6.0,4,7,3,19791,0,0,1,1,0,0,1.0,0
19791-19-11-1,1,1,51.0,1,1.0,0,0,0,370.189361572266,6.0,4,7,3,19791,1,0,1,1,0,1,1.0,1
19791-42-11-1,1,1,65.0,1,1.0,0,0,0,370.189361572266,4.0,4,7,2,19791,0,0,1,1,0,0,1.0,0
19791-54-11-1,1,1,61.0,1,1.0,0,0,0,370.189361572266,3.0,4,7,5,19791,0,0,1,1,0,0,1.0,0
19791-78-11-1,1,2,59.0,1,1.0,0,0,0,370.189361572266,4.0,4,7,1,19791,1,0,1,1,0,1,1.0,1
19792-2-11-1,1,1,68.0,1,1.0,0,0,0,385.143157958984,8.0,5,7,2,19792,0,0,1,1,0,0,1.0,0
19792-42-11-1,1,1,49.0,1,0.0,0,0,0,385.143157958984,3.0,5,7,1,19792,0,0,1,1,0,0,0.0,0
19792-60-11-1,1,2,49.0,1,0.0,0,0,0,385.143157958984,8.0,5,7,3,19792,1,0,1,1,0,1,0.0,1
19793-21-11-1,1,1,69.0,1,1.0,0,0,0,424.970977783203,4.0,5,7,2,19793,0,1,1,1,0,0,1.0,0
19793-30-12-1,1,1,48.0,1,1.0,0,0,0,424.970977783203,4.0,5,7,3,19793,0,0,1,1,0,0,1.0,0
19793-30-22-1,1,1,24.0,1,1.0,1,0,0,424.970977783203,6.0,5,7,4,19793,0,0,1,1,0,0,1.0,0
19793-41-11-1,1,1,75.0,1,0.0,0,0,0,424.970977783203,4.0,5,7,2,19793,0,0,1,1,0,0,0.0,0
19793-76-11-1,1,1,22.0,1,0.0,1,0,0,424.970977783203,8.0,5,7,1,19793,0,0,1,1,0,0,0.0,0
19799-148-11-1,1,2,36.0,1,1.0,0,0,0,150.03825378418,4.0,7,7,5,19799,0,0,1,1,0,0,1.0,0
19799-311-11-1,1,2,35.0,1,1.0,0,0,0,150.03825378418,5.0,7,7,4,19799,0,0,1,1,0,0,1.0,0
19799-312-11-1,1,1,33.0,1,1.0,0,0,0,150.03825378418,3.0,7,7,4,19799,0,0,1,1,0,0,1.0,0
19799-313-11-1,1,1,56.0,1,1.0,0,0,0,150.03825378418,6.0,7,7,3,19799,0,0,1,1,0,0,1.0,0
19816-211-11-1,1,1,56.0,1,0.0,0,0,0,142.552352905273,5.0,7,7,6,19816,0,0,1,1,0,0,0.0,0
19816-212-11-1,1,1,43.0,1,1.0,0,0,0,142.552352905273,4.0,7,7,3,19816,0,0,1,1,0,0,1.0,0
19816-696-11-1,1,1,44.0,1,1.0,0,0,0,142.552352905273,3.0,7,7,5,19816,0,0,1,1,0,0,1.0,0
19816-697-11-1,1,1,25.0,1,1.0,0,0,0,142.552352905273,3.0,7,7,6,19816,0,0,1,1,0,0,1.0,0
19816-698-11-1,1,1,50.0,1,1.0,0,0,0,142.552352905273,3.0,7,7,3,19816,0,0,1,1,0,0,1.0,0
19817-14-11-1,1,2,75.0,1,1.0,0,0,0,179.83235168457,3.0,7,7,3,19817,0,0,1,1,0,0,1.0,0
19817-15-11-1,1,1,52.0,1,1.0,0,0,0,179.83235168457,3.0,7,7,3,19817,0,0,1,1,0,0,1.0,0
19817-109-11-1,1,2,28.0,1,1.0,0,0,0,179.83235168457,6.0,7,7,3,19817,0,1,1,1,0,0,1.0,0
19817-110-11-1,1,1,41.0,1,1.0,0,0,0,179.83235168457,4.0,7,7,3,19817,0,0,1,1,0,0,1.0,0
19817-112-11-1,1,1,32.0,1,0.0,0,0,0,179.83235168457,6.0,7,7,5,19817,0,0,1,1,0,0,0.0,0
19818-11-11-1,1,1,23.0,1,1.0,1,0,0,179.83235168457,6.0,6,7,4,19818,1,0,1,1,0,1,1.0,1
19818-20-11-1,1,1,64.0,1,1.0,0,0,0,179.83235168457,4.0,6,7,2,19818,0,0,1,1,0,0,1.0,0
19818-45-11-1,1,2,82.0,1,1.0,0,0,0,179.83235168457,4.0,6,7,1,19818,0,0,1,1,0,0,1.0,0
19818-70-11-1,1,1,66.0,1,1.0,0,0,0,179.83235168457,4.0,6,7,3,19818,1,0,1,1,0,1,1.0,1
19818-79-11-1,1,2,55.0,1,1.0,0,0,0,179.83235168457,4.0,6,7,3,19818,0,1,1,1,0,0,1.0,0
19819-115-11-1,1,1,45.0,1,1.0,0,0,0,179.83235168457,4.0,7,7,6,19819,0,0,1,1,0,0,1.0,0
19819-246-11-1,1,2,42.0,1,1.0,0,0,0,179.83235168457,6.0,7,7,2,19819,0,0,1,1,0,0,1.0,0
19819-247-11-1,1,1,32.0,1,1.0,0,0,0,179.83235168457,3.0,7,7,4,19819,0,0,1,1,0,0,1.0,0
19819-251-11-1,1,1,49.0,1,1.0,0,0,0,179.83235168457,5.0,7,7,7,19819,0,0,1,1,0,0,1.0,0
19820-5-11-1,1,1,36.0,1,1.0,0,0,0,150.03825378418,5.0,8,7,5,19820,0,0,1,1,0,0,1.0,0
19820-6-11-1,1,1,55.0,1,1.0,0,0,0,150.03825378418,4.0,8,7,3,19820,0,0,1,1,0,0,1.0,0
19820-7-11-1,1,1,80.0,1,1.0,0,0,0,150.03825378418,3.0,8,7,1,19820,0,0,1,1,0,0,1.0,0
19820-8-11-1,1,1,38.0,1,1.0,0,0,0,150.03825378418,6.0,8,7,4,19820,0,0,1,1,0,0,1.0,0
19820-31-11-1,1,1,78.0,1,1.0,0,0,0,150.03825378418,3.0,8,7,2,19820,0,0,1,1,0,0,1.0,0
19820-32-11-1,1,1,26.0,1,1.0,0,0,0,150.03825378418,3.0,8,7,3,19820,0,0,1,1,0,0,1.0,0
19820-33-11-1,1,1,63.0,1,1.0,0,0,0,150.03825378418,7.0,8,7,7,19820,0,0,1,1,0,0,1.0,0
19820-34-11-1,1,1,39.0,1,0.0,0,0,0,150.03825378418,6.0,8,7,3,19820,1,0,1,1,0,1,0.0,1
19821-5-11-1,1,1,48.0,1,1.0,0,0,0,142.552352905273,3.0,7,7,5,19821,0,0,1,1,0,0,1.0,0
19821-7-11-1,1,1,76.0,1,1.0,0,0,0,142.552352905273,3.0,7,7,4,19821,0,0,1,1,0,0,1.0,0
19821-8-11-1,1,1,56.0,1,1.0,0,0,0,142.552352905273,4.0,7,7,2,19821,0,0,1,1,0,0,1.0,0
19821-92-11-1,1,2,43.0,1,1.0,0,0,0,142.552352905273,6.0,7,7,5,19821,0,0,1,1,0,0,1.0,0
19821-96-11-1,1,1,62.0,1,1.0,0,0,0,142.552352905273,3.0,7,7,2,19821,0,0,1,1,0,0,1.0,0
19822-25-11-1,1,1,72.0,1,1.0,0,0,0,162.846343994141,3.0,8,7,6,19822,0,0,1,1,0,0,1.0,0
19822-26-11-1,1,1,67.0,1,1.0,0,0,0,162.846343994141,4.0,8,7,2,19822,0,0,1,1,0,0,1.0,0
19822-27-11-1,1,1,44.0,1,1.0,0,0,0,162.846343994141,4.0,8,7,3,19822,0,0,1,1,0,0,1.0,0
19822-28-11-1,1,1,55.0,1,0.0,0,0,0,162.846343994141,1.0,8,7,3,19822,0,0,1,1,0,0,0.0,0
19822-98-11-1,1,1,67.0,1,0.0,0,0,0,162.846343994141,4.0,8,7,7,19822,0,0,1,1,0,0,0.0,0
19846-95-11-1,1,1,52.0,1,1.0,1,0,0,37.6664161682129,6.0,2,3,1,19846,0,0,1,1,0,0,1.0,0
19898-18-11-1,1,2,39.0,1,1.0,1,0,0,39.1590385437012,4.0,2,3,3,19898,0,0,1,1,0,0,1.0,0
19908-116-11-1,1,2,39.0,1,1.0,0,0,0,403.299835205078,6.0,2,3,3,19908,1,0,1,1,0,1,1.0,1
19908-139-11-1,1,1,69.0,1,1.0,0,0,0,403.299835205078,4.0,2,3,4,19908,0,0,1,1,0,0,1.0,0
19931-69-11-1,1,1,50.0,1,0.0,1,0,0,6.80903673171997,8.0,2,3,2,19931,1,0,1,1,0,1,0.0,1
19932-38-11-1,1,1,69.0,1,1.0,1,1,0,7.10971641540527,9.0,2,3,3,19932,0,0,1,1,0,0,1.0,0
19933-43-11-1,1,2,46.0,1,1.0,0,0,0,7.39355611801147,6.0,2,3,4,19933,0,0,1,1,0,0,1.0,0
19935-84-11-1,1,1,24.0,1,1.0,1,0,0,374.294494628906,6.0,2,3,1,19935,0,0,1,1,0,0,1.0,0
19935-100-11-1,1,2,75.0,1,1.0,0,0,0,374.294494628906,3.0,2,3,1,19935,0,0,1,1,0,0,1.0,0
19936-31-11-1,1,1,41.0,1,1.0,0,0,0,39.1590385437012,5.0,2,3,5,19936,0,0,1,1,0,0,1.0,0
19936-74-11-1,1,1,54.0,1,1.0,0,0,0,39.1590385437012,6.0,2,3,4,19936,0,0,1,1,0,0,1.0,0
19936-104-11-1,1,2,27.0,1,0.0,1,1,0,39.1590385437012,10.0,2,3,2,19936,1,0,1,1,0,1,0.0,1
19937-15-11-1,1,1,62.0,1,0.0,1,0,0,37.8614120483398,11.0,2,3,4,19937,0,0,1,1,0,0,0.0,0
19937-27-11-1,1,2,48.0,1,1.0,0,0,0,37.8614120483398,3.0,2,3,3,19937,0,0,1,1,0,0,1.0,0
19937-60-12-1,1,2,45.0,1,0.0,1,1,0,37.8614120483398,8.0,2,3,2,19937,0,0,1,1,0,0,0.0,0
19937-74-22-1,1,1,31.0,1,1.0,1,0,0,37.8614120483398,8.0,2,3,1,19937,0,0,1,1,0,0,1.0,0
19938-74-11-1,1,1,61.0,1,1.0,0,0,0,396.512878417969,4.0,2,3,3,19938,0,0,1,1,0,0,1.0,0
19938-135-11-1,1,2,50.0,1,1.0,0,0,0,396.512878417969,7.0,2,3,1,19938,0,0,1,1,0,0,1.0,0
19939-3-11-1,1,2,37.0,1,1.0,1,1,0,37.8614120483398,4.0,2,3,4,19939,0,0,1,1,0,0,1.0,0
19939-73-11-1,1,2,59.0,1,1.0,0,0,0,37.8614120483398,5.0,2,3,2,19939,0,0,1,1,0,0,1.0,0
19939-85-11-1,1,1,33.0,1,1.0,1,0,0,37.8614120483398,6.0,2,3,3,19939,0,0,1,1,0,0,1.0,0
19940-4-11-1,1,1,42.0,1,0.0,1,0,0,402.642974853516,7.0,2,3,4,19940,0,0,1,1,0,0,0.0,0
19940-16-11-1,1,1,39.0,1,1.0,0,0,0,402.642974853516,99.0,2,3,4,19940,0,0,1,1,0,0,1.0,0
19940-84-11-1,1,1,66.0,1,1.0,1,0,0,402.642974853516,4.0,2,3,4,19940,0,0,1,1,0,0,1.0,0
19940-97-11-1,1,2,43.0,1,1.0,1,0,0,402.642974853516,3.0,2,3,5,19940,0,0,1,1,0,0,1.0,0
19941-28-11-1,1,2,57.0,1,1.0,0,0,0,37.6664161682129,3.0,2,3,4,19941,0,0,1,1,0,0,1.0,0
19942-59-11-1,1,1,35.0,1,0.0,1,1,0,37.2270202636719,6.0,2,3,4,19942,0,0,1,1,0,0,0.0,0
19942-90-11-1,1,2,29.0,1,1.0,0,0,0,37.2270202636719,5.0,2,3,4,19942,0,0,1,1,0,0,1.0,0
19945-73-11-1,1,1,48.0,1,1.0,1,1,0,91.4872741699219,7.0,2,3,1,19945,0,0,1,1,0,0,1.0,0
19946-62-11-1,1,1,54.0,1,1.0,0,0,0,81.9341430664063,9.0,2,3,3,19946,1,0,1,1,0,1,1.0,1
19947-55-11-1,1,1,52.0,1,1.0,0,0,0,76.5313110351563,6.0,2,3,2,19947,0,0,1,1,0,0,1.0,0
19947-73-11-1,1,1,51.0,1,1.0,0,0,0,76.5313110351563,6.0,2,3,5,19947,0,0,1,1,0,0,1.0,0
19948-24-11-1,1,2,46.0,1,1.0,1,0,0,374.294494628906,6.0,2,3,2,19948,0,0,1,1,0,0,1.0,0
19949-4-11-1,1,2,36.0,1,1.0,0,0,0,403.299835205078,5.0,2,3,4,19949,0,0,1,1,0,0,1.0,0
19949-19-11-1,1,2,50.0,1,1.0,1,0,0,403.299835205078,4.0,2,3,3,19949,0,0,1,1,0,0,1.0,0
19950-13-11-1,1,1,43.0,1,1.0,0,0,0,396.512878417969,6.0,2,3,4,19950,0,0,1,1,0,0,1.0,0
19950-32-11-1,1,1,52.0,1,1.0,0,0,0,396.512878417969,6.0,2,3,1,19950,0,0,1,1,0,0,1.0,0
19950-128-11-1,1,1,55.0,1,1.0,1,0,0,396.512878417969,6.0,2,3,2,19950,0,0,1,1,0,0,1.0,0
19952-15-11-1,1,1,55.0,1,1.0,0,0,0,402.642974853516,4.0,2,3,2,19952,0,0,1,1,0,0,1.0,0
19952-37-11-1,1,1,51.0,1,1.0,0,0,0,402.642974853516,6.0,2,3,2,19952,0,0,1,1,0,0,1.0,0
19952-78-11-1,1,1,53.0,1,1.0,0,0,0,402.642974853516,7.0,2,3,6,19952,1,0,1,1,0,1,1.0,1
19952-140-11-1,1,1,43.0,1,1.0,0,0,0,402.642974853516,6.0,2,3,5,19952,0,0,1,1,0,0,1.0,0
19954-34-11-1,1,2,61.0,1,1.0,0,0,0,37.2270202636719,4.0,2,3,1,19954,0,0,1,1,0,0,1.0,0
19954-65-11-1,1,2,42.0,1,1.0,0,0,0,37.2270202636719,5.0,2,3,4,19954,0,0,1,1,0,0,1.0,0
19955-15-11-1,1,1,45.0,1,0.0,1,1,0,37.8614120483398,6.0,2,3,5,19955,1,0,1,1,0,1,0.0,1
19955-23-11-1,1,1,39.0,1,1.0,1,1,0,37.8614120483398,6.0,2,3,3,19955,0,0,1,1,0,0,1.0,0
19955-43-11-1,1,1,50.0,1,0.0,1,1,0,37.8614120483398,10.0,2,3,3,19955,0,0,1,1,0,0,0.0,0
19956-39-11-1,1,1,43.0,1,1.0,0,0,0,39.1590385437012,6.0,2,3,2,19956,1,0,1,1,0,1,1.0,1
19956-62-11-1,1,2,53.0,1,1.0,0,0,0,39.1590385437012,3.0,2,3,2,19956,0,0,1,1,0,0,1.0,0
19956-93-11-1,1,1,59.0,1,1.0,1,0,0,39.1590385437012,8.0,2,3,2,19956,0,0,1,1,0,0,1.0,0
19958-9-11-1,1,2,58.0,1,1.0,0,0,0,67.7467269897461,6.0,2,3,1,19958,0,0,1,1,0,0,1.0,0
19960-37-11-1,1,1,51.0,1,0.0,0,0,0,13.0441837310791,6.0,2,3,4,19960,0,0,1,1,0,0,0.0,0
19960-53-11-1,1,1,45.0,1,0.0,1,0,0,13.0441837310791,10.0,2,3,3,19960,1,0,1,1,0,1,0.0,1
19961-25-11-1,1,2,57.0,1,1.0,0,0,0,403.299835205078,3.0,2,3,2,19961,0,0,1,1,0,0,1.0,0
19961-111-11-1,1,2,57.0,1,1.0,0,0,0,403.299835205078,3.0,2,3,5,19961,0,0,1,1,0,0,1.0,0
19961-143-12-1,1,1,69.0,1,0.0,0,0,0,403.299835205078,4.0,2,3,3,19961,0,0,1,1,0,0,0.0,0
19962-35-11-1,1,2,34.0,1,1.0,0,0,0,102.041748046875,6.0,2,3,3,19962,0,0,1,1,0,0,1.0,0
19962-150-11-1,1,1,56.0,1,1.0,0,0,0,102.041748046875,5.0,2,3,2,19962,0,0,1,1,0,0,1.0,0
19963-29-11-1,1,1,53.0,1,1.0,0,0,0,37.8614120483398,7.0,2,3,2,19963,1,0,1,1,0,1,1.0,1
19963-72-11-1,1,1,46.0,1,1.0,1,1,0,37.8614120483398,7.0,2,3,3,19963,0,0,1,1,0,0,1.0,0
19963-94-11-1,1,2,46.0,1,1.0,0,0,0,37.8614120483398,4.0,2,3,3,19963,0,0,1,1,0,0,1.0,0
19963-138-11-1,1,2,41.0,1,1.0,0,0,0,37.8614120483398,5.0,2,3,3,19963,0,0,1,1,0,0,1.0,0
19965-75-11-1,1,2,44.0,1,1.0,0,0,0,39.1590385437012,5.0,2,3,2,19965,0,0,1,1,0,0,1.0,0
19965-85-11-1,1,1,43.0,1,0.0,1,1,0,39.1590385437012,10.0,2,3,1,19965,1,0,1,1,0,1,0.0,1
19966-16-11-1,1,1,31.0,1,1.0,1,1,0,37.6664161682129,6.0,2,3,5,19966,0,0,1,1,0,0,1.0,0
19966-39-11-1,1,1,54.0,1,0.0,0,0,0,37.6664161682129,6.0,2,3,4,19966,0,0,1,1,0,0,0.0,0
19967-14-11-1,1,1,57.0,1,1.0,0,0,0,39.1590385437012,6.0,2,3,1,19967,0,0,1,1,0,0,1.0,0
19986-10-11-1,1,2,35.0,1,0.0,0,0,0,37.6664161682129,7.0,5,3,4,19986,0,0,1,1,0,0,0.0,0
19986-90-11-1,1,1,35.0,1,0.0,0,0,0,37.6664161682129,10.0,5,3,1,19986,0,1,1,1,0,0,0.0,0
19986-127-11-1,1,2,54.0,1,1.0,1,1,0,37.6664161682129,9.0,5,3,4,19986,0,0,1,1,0,0,1.0,0
19992-30-11-1,1,2,68.0,1,1.0,0,0,0,37.2270202636719,3.0,5,3,1,19992,0,0,1,1,0,0,1.0,0
19992-59-11-1,1,2,35.0,1,0.0,0,0,0,37.2270202636719,7.0,5,3,3,19992,0,0,1,1,0,0,0.0,0
19997-23-11-1,1,1,45.0,1,1.0,0,0,0,37.8614120483398,4.0,5,3,5,19997,0,0,1,1,0,0,1.0,0
19997-84-11-1,1,1,54.0,1,1.0,0,0,0,37.8614120483398,6.0,5,3,1,19997,1,0,1,1,0,1,1.0,1
20005-10-11-1,1,2,38.0,1,1.0,0,0,0,96.5937805175781,8.0,5,6,3,20005,0,0,1,1,0,0,1.0,0
20005-78-11-1,1,1,46.0,1,1.0,0,0,0,96.5937805175781,3.0,5,6,1,20005,0,0,1,1,0,0,1.0,0
20005-130-11-1,1,1,58.0,1,1.0,0,0,0,96.5937805175781,3.0,5,6,1,20005,0,0,1,1,0,0,1.0,0
20008-67-11-1,1,2,26.0,1,0.0,1,1,0,59.435863494873,10.0,7,3,2,20008,1,0,1,1,0,1,0.0,1
20008-68-11-1,1,1,85.0,1,1.0,0,0,0,59.435863494873,6.0,7,3,2,20008,0,0,1,1,0,0,1.0,0
