llave_persona,P203,P207,Edad,Ocupado,Informal,TenenciaBilletera,UsoBilletera,CreditoFormal_2024,FACTOR07,P301A,ESTRATO,DOMINIO,MIEPERHO,CONGLOME,CreditoFormal_2025,CreditoInformal_2025,P203_num,Ocupado_num,CreditoFormal_2024_num,CreditoFormal_2025_num,Informal_num,NuevoCredito
15233-128-11-1,1,1,49.0,1,0.0,0,0,0,608.461791992188,6.0,2,2,5,15233,0,0,1,1,0,0,0.0,0
15234-53-11-1,1,2,71.0,1,1.0,0,0,0,284.089172363281,6.0,2,2,6,15234,0,0,1,1,0,0,1.0,0
15234-79-11-1,1,2,41.0,1,1.0,0,0,0,284.089172363281,3.0,2,2,3,15234,0,0,1,1,0,0,1.0,0
15234-92-11-1,1,2,35.0,1,1.0,1,1,0,284.089172363281,8.0,2,2,4,15234,0,0,1,1,0,0,1.0,0
15235-65-11-1,1,2,84.0,1,1.0,0,0,0,9.07655620574951,3.0,2,2,5,15235,0,0,1,1,0,0,1.0,0
15235-88-11-1,1,1,82.0,1,1.0,0,0,0,9.07655620574951,3.0,2,2,2,15235,0,0,1,1,0,0,1.0,0
15235-111-11-1,1,1,72.0,1,0.0,1,0,0,9.07655620574951,6.0,2,2,7,15235,0,0,1,1,0,0,0.0,0
15235-124-11-1,1,1,68.0,1,1.0,0,0,0,9.07655620574951,6.0,2,2,6,15235,0,0,1,1,0,0,1.0,0
15236-61-11-1,1,1,57.0,1,1.0,0,0,0,210.549102783203,5.0,2,2,2,15236,0,0,1,1,0,0,1.0,0
15237-8-11-1,1,1,68.0,1,0.0,0,0,0,452.176971435547,6.0,2,2,5,15237,0,0,1,1,0,0,0.0,0
15237-35-11-1,1,1,69.0,1,1.0,0,0,0,452.176971435547,4.0,2,2,6,15237,0,0,1,1,0,0,1.0,0
15237-47-11-1,1,1,43.0,1,1.0,1,0,0,452.176971435547,4.0,2,2,3,15237,0,0,1,1,0,0,1.0,0
15237-74-11-1,1,2,49.0,1,1.0,0,0,0,452.176971435547,5.0,2,2,4,15237,0,0,1,1,0,0,1.0,0
15237-111-11-1,1,1,57.0,1,0.0,1,0,0,452.176971435547,7.0,2,2,5,15237,0,0,1,1,0,0,0.0,0
15238-43-11-1,1,1,58.0,1,1.0,0,0,0,281.693450927734,3.0,2,2,5,15238,0,0,1,1,0,0,1.0,0
15238-59-11-1,1,2,57.0,1,1.0,1,1,0,281.693450927734,6.0,2,2,1,15238,0,0,1,1,0,0,1.0,0
15238-106-11-1,1,2,51.0,1,1.0,0,0,0,281.693450927734,3.0,2,2,5,15238,0,0,1,1,0,0,1.0,0
15261-6-11-1,1,2,33.0,1,1.0,0,0,0,281.693450927734,4.0,5,2,3,15261,0,0,1,1,0,0,1.0,0
15261-20-11-1,1,2,32.0,1,1.0,0,0,0,281.693450927734,3.0,5,2,5,15261,0,0,1,1,0,0,1.0,0
15261-62-11-1,1,1,43.0,1,1.0,0,0,0,281.693450927734,5.0,5,2,6,15261,0,0,1,1,0,0,1.0,0
15261-89-11-1,1,1,47.0,1,1.0,0,0,0,281.693450927734,6.0,5,2,3,15261,0,0,1,1,0,0,1.0,0
15261-103-11-1,1,2,57.0,1,1.0,0,0,0,281.693450927734,3.0,5,2,4,15261,0,0,1,1,0,0,1.0,0
15262-8-11-1,1,2,42.0,1,0.0,0,0,0,284.123107910156,5.0,4,2,3,15262,0,0,1,1,0,0,0.0,0
15262-18-11-1,1,1,32.0,1,1.0,0,0,0,284.123107910156,4.0,4,2,4,15262,0,0,1,1,0,0,1.0,0
15262-48-11-1,1,1,42.0,1,1.0,0,0,0,284.123107910156,5.0,4,2,3,15262,0,0,1,1,0,0,1.0,0
15262-76-11-1,1,1,39.0,1,1.0,1,1,0,284.123107910156,6.0,4,2,2,15262,0,0,1,1,0,0,1.0,0
15262-102-11-1,1,2,47.0,1,1.0,1,0,0,284.123107910156,7.0,4,2,2,15262,0,0,1,1,0,0,1.0,0
15263-3-11-1,1,2,59.0,1,1.0,0,0,0,313.335693359375,6.0,4,2,2,15263,1,0,1,1,0,1,1.0,1
15263-40-11-1,1,1,35.0,1,1.0,1,1,0,313.335693359375,7.0,4,2,2,15263,0,0,1,1,0,0,1.0,0
15263-75-11-1,1,1,46.0,1,1.0,1,1,0,313.335693359375,6.0,4,2,6,15263,0,0,1,1,0,0,1.0,0
15263-94-11-1,1,1,36.0,1,0.0,1,1,0,313.335693359375,6.0,4,2,5,15263,1,0,1,1,0,1,0.0,1
15267-4-11-1,1,1,41.0,1,1.0,0,0,0,507.162231445313,6.0,5,5,5,15267,0,0,1,1,0,0,1.0,0
15267-32-11-1,1,2,54.0,1,1.0,0,0,0,507.162231445313,1.0,5,5,3,15267,0,0,1,1,0,0,1.0,0
15267-69-11-1,1,1,66.0,1,1.0,0,0,0,507.162231445313,4.0,5,5,4,15267,0,0,1,1,0,0,1.0,0
15267-104-11-1,1,2,70.0,1,1.0,0,0,0,507.162231445313,1.0,5,5,1,15267,0,0,1,1,0,0,1.0,0
15274-99-11-1,1,1,56.0,1,1.0,0,0,0,109.38842010498,4.0,7,2,5,15274,0,0,1,1,0,0,1.0,0
15274-103-11-1,1,1,83.0,1,0.0,0,0,0,109.38842010498,5.0,7,2,2,15274,0,0,1,1,0,0,0.0,0
15274-104-11-1,1,1,46.0,1,1.0,0,0,0,109.38842010498,4.0,7,2,6,15274,0,0,1,1,0,0,1.0,0
15274-105-11-1,1,1,49.0,1,1.0,0,0,0,109.38842010498,4.0,7,2,6,15274,0,0,1,1,0,0,1.0,0
15274-106-11-1,1,1,36.0,1,1.0,0,0,0,109.38842010498,4.0,7,2,5,15274,0,0,1,1,0,0,1.0,0
15278-17-11-1,1,1,52.0,1,1.0,0,0,0,207.590713500977,6.0,7,5,3,15278,0,0,1,1,0,0,1.0,0
15278-72-11-1,1,1,71.0,1,1.0,0,0,0,207.590713500977,4.0,7,5,6,15278,0,0,1,1,0,0,1.0,0
15278-73-11-1,1,1,43.0,1,1.0,0,0,0,207.590713500977,6.0,7,5,4,15278,0,0,1,1,0,0,1.0,0
15278-74-11-1,1,1,50.0,1,1.0,0,0,0,207.590713500977,6.0,7,5,10,15278,0,0,1,1,0,0,1.0,0
15278-75-11-1,1,1,30.0,1,1.0,0,0,0,207.590713500977,5.0,7,5,3,15278,0,0,1,1,0,0,1.0,0
15278-76-11-1,1,1,43.0,1,1.0,0,0,0,207.590713500977,4.0,7,5,6,15278,0,0,1,1,0,0,1.0,0
15279-15-11-1,1,1,74.0,1,1.0,0,0,0,217.248901367188,10.0,6,5,4,15279,0,0,1,1,0,0,1.0,0
15279-21-11-1,1,1,47.0,1,1.0,0,0,0,217.248901367188,5.0,6,5,2,15279,0,0,1,1,0,0,1.0,0
15279-33-11-1,1,1,75.0,1,1.0,0,0,0,217.248901367188,4.0,6,5,2,15279,0,0,1,1,0,0,1.0,0
15279-44-11-1,1,1,86.0,1,1.0,0,0,0,217.248901367188,4.0,6,5,2,15279,0,0,1,1,0,0,1.0,0
15279-64-11-1,1,2,48.0,1,1.0,0,0,0,217.248901367188,6.0,6,5,4,15279,0,0,1,1,0,0,1.0,0
15280-9-11-1,1,1,65.0,1,1.0,0,0,0,207.590713500977,4.0,8,5,2,15280,0,0,1,1,0,0,1.0,0
15280-10-11-1,1,1,58.0,1,1.0,0,0,0,207.590713500977,4.0,8,5,1,15280,0,0,1,1,0,0,1.0,0
15280-29-11-1,1,1,24.0,1,1.0,0,0,0,207.590713500977,7.0,8,5,4,15280,0,0,1,1,0,0,1.0,0
15280-30-11-1,1,1,43.0,1,1.0,0,0,0,207.590713500977,4.0,8,5,4,15280,0,0,1,1,0,0,1.0,0
15280-32-11-1,1,1,43.0,1,1.0,0,0,0,207.590713500977,4.0,8,5,6,15280,0,0,1,1,0,0,1.0,0
15280-33-11-1,1,1,60.0,1,1.0,0,0,0,207.590713500977,6.0,8,5,2,15280,0,0,1,1,0,0,1.0,0
15280-34-11-1,1,2,51.0,1,1.0,0,0,0,207.590713500977,4.0,8,5,2,15280,0,0,1,1,0,0,1.0,0
15287-56-11-1,1,1,46.0,1,0.0,1,1,0,73.9892578125,5.0,2,5,4,15287,0,0,1,1,0,0,0.0,0
15287-94-11-1,1,2,45.0,1,1.0,0,0,0,73.9892578125,8.0,2,5,3,15287,0,0,1,1,0,0,1.0,0
15287-133-11-1,1,1,73.0,1,1.0,0,0,0,73.9892578125,3.0,2,5,2,15287,0,0,1,1,0,0,1.0,0
15297-5-11-1,1,1,70.0,1,1.0,0,0,0,210.793838500977,4.0,2,5,2,15297,0,0,1,1,0,0,1.0,0
15297-18-11-1,1,1,70.0,1,1.0,0,0,0,210.793838500977,1.0,2,5,3,15297,0,0,1,1,0,0,1.0,0
15297-44-11-1,1,1,44.0,1,0.0,1,1,0,210.793838500977,8.0,2,5,4,15297,1,1,1,1,0,1,0.0,1
15297-71-11-1,1,1,51.0,1,1.0,0,0,0,210.793838500977,4.0,2,5,5,15297,0,0,1,1,0,0,1.0,0
15298-73-11-1,1,2,69.0,1,0.0,1,1,0,177.212142944336,8.0,2,5,1,15298,0,0,1,1,0,0,0.0,0
15299-4-11-1,1,2,65.0,1,1.0,0,0,0,566.257385253906,5.0,2,5,5,15299,0,0,1,1,0,0,1.0,0
15299-31-11-1,1,2,72.0,1,1.0,0,0,0,566.257385253906,3.0,2,5,1,15299,0,0,1,1,0,0,1.0,0
15299-45-11-1,1,1,47.0,1,1.0,0,0,0,566.257385253906,6.0,2,5,6,15299,0,0,1,1,0,0,1.0,0
15299-59-11-1,1,1,75.0,1,1.0,0,0,0,566.257385253906,3.0,2,5,1,15299,0,0,1,1,0,0,1.0,0
15299-73-11-1,1,1,50.0,1,0.0,0,0,0,566.257385253906,7.0,2,5,3,15299,0,0,1,1,0,0,0.0,0
15299-87-11-1,1,1,54.0,1,1.0,1,0,0,566.257385253906,5.0,2,5,3,15299,0,0,1,1,0,0,1.0,0
15301-16-11-1,1,1,54.0,1,0.0,0,0,0,260.572479248047,7.0,2,5,4,15301,0,0,1,1,0,0,0.0,0
15301-53-11-1,1,1,35.0,1,0.0,0,0,0,260.572479248047,10.0,2,5,1,15301,1,0,1,1,0,1,0.0,1
15301-63-11-1,1,2,49.0,1,1.0,0,0,0,260.572479248047,3.0,2,5,5,15301,1,0,1,1,0,1,1.0,1
15314-13-11-1,1,1,43.0,1,1.0,0,0,0,260.572479248047,6.0,5,5,4,15314,0,0,1,1,0,0,1.0,0
15314-61-11-1,1,1,45.0,1,1.0,0,0,0,260.572479248047,10.0,5,5,4,15314,1,0,1,1,0,1,1.0,1
15314-130-11-1,1,2,59.0,1,1.0,1,1,0,260.572479248047,3.0,5,5,2,15314,0,0,1,1,0,0,1.0,0
15315-50-11-1,1,2,58.0,1,1.0,0,0,0,557.662719726563,4.0,5,5,3,15315,0,1,1,1,0,0,1.0,0
15315-63-11-1,1,1,42.0,1,1.0,0,0,0,557.662719726563,3.0,5,5,3,15315,0,0,1,1,0,0,1.0,0
15315-96-11-1,1,1,59.0,1,1.0,0,0,0,557.662719726563,4.0,5,5,3,15315,0,0,1,1,0,0,1.0,0
15315-112-11-1,1,1,48.0,1,1.0,1,1,0,557.662719726563,6.0,5,5,6,15315,0,0,1,1,0,0,1.0,0
15316-1-11-1,1,1,80.0,1,1.0,0,0,0,236.008773803711,3.0,5,5,2,15316,0,0,1,1,0,0,1.0,0
15316-15-11-1,1,2,71.0,1,1.0,0,0,0,236.008773803711,3.0,5,5,1,15316,0,0,1,1,0,0,1.0,0
15316-27-11-1,1,1,38.0,1,0.0,1,1,0,236.008773803711,10.0,5,5,4,15316,0,0,1,1,0,0,0.0,0
15317-34-11-1,1,1,49.0,1,1.0,0,0,0,236.282852172852,6.0,5,5,4,15317,0,0,1,1,0,0,1.0,0
15317-49-11-1,1,1,50.0,1,1.0,0,0,0,236.282852172852,4.0,5,5,4,15317,0,0,1,1,0,0,1.0,0
15317-112-11-1,1,2,43.0,1,0.0,1,0,0,236.282852172852,8.0,5,5,2,15317,1,0,1,1,0,1,0.0,1
15362-6-11-1,1,2,54.0,1,0.0,0,0,0,207.590713500977,8.0,6,5,1,15362,0,1,1,1,0,0,0.0,0
15362-20-11-1,1,1,73.0,1,1.0,0,0,0,207.590713500977,5.0,6,5,2,15362,0,0,1,1,0,0,1.0,0
15362-26-11-1,1,1,69.0,1,1.0,0,0,0,207.590713500977,3.0,6,5,4,15362,0,0,1,1,0,0,1.0,0
15362-40-11-1,1,2,87.0,1,1.0,0,0,0,207.590713500977,3.0,6,5,1,15362,0,0,1,1,0,0,1.0,0
15362-55-11-1,1,1,75.0,1,1.0,0,0,0,207.590713500977,6.0,6,5,3,15362,0,0,1,1,0,0,1.0,0
15362-81-11-1,1,1,55.0,1,1.0,0,0,0,207.590713500977,3.0,6,5,3,15362,0,1,1,1,0,0,1.0,0
15368-5-11-1,1,1,47.0,1,1.0,0,0,0,199.514282226563,6.0,6,5,6,15368,0,0,1,1,0,0,1.0,0
15368-16-11-1,1,1,80.0,1,1.0,0,0,0,199.514282226563,3.0,6,5,2,15368,0,0,1,1,0,0,1.0,0
15368-21-11-1,1,1,48.0,1,1.0,0,0,0,199.514282226563,4.0,6,5,9,15368,0,0,1,1,0,0,1.0,0
15368-32-11-1,1,1,40.0,1,1.0,0,0,0,199.514282226563,5.0,6,5,5,15368,0,0,1,1,0,0,1.0,0
15368-38-11-1,1,1,55.0,1,1.0,0,0,0,199.514282226563,5.0,6,5,7,15368,0,0,1,1,0,0,1.0,0
15369-61-11-1,1,1,63.0,1,1.0,0,0,0,207.590713500977,3.0,7,5,2,15369,0,0,1,1,0,0,1.0,0
15369-62-11-1,1,1,58.0,1,0.0,0,0,0,207.590713500977,10.0,7,5,2,15369,0,0,1,1,0,0,0.0,0
15369-64-11-1,1,1,72.0,1,1.0,0,0,0,207.590713500977,3.0,7,5,5,15369,0,0,1,1,0,0,1.0,0
15369-157-11-1,1,1,35.0,1,1.0,0,0,0,207.590713500977,5.0,7,5,4,15369,0,0,1,1,0,0,1.0,0
15369-158-11-1,1,1,38.0,1,1.0,0,0,0,207.590713500977,6.0,7,5,4,15369,0,0,1,1,0,0,1.0,0
15369-159-11-1,1,1,62.0,1,1.0,0,0,0,207.590713500977,4.0,7,5,3,15369,0,0,1,1,0,0,1.0,0
15369-160-11-1,1,2,43.0,1,1.0,0,0,0,207.590713500977,3.0,7,5,3,15369,0,0,1,1,0,0,1.0,0
15370-121-11-1,1,1,79.0,1,1.0,0,0,0,199.514282226563,3.0,7,5,6,15370,0,0,1,1,0,0,1.0,0
15370-122-11-1,1,1,53.0,1,1.0,0,0,0,199.514282226563,3.0,7,5,4,15370,0,0,1,1,0,0,1.0,0
15370-303-11-1,1,1,30.0,1,1.0,1,1,0,199.514282226563,3.0,7,5,3,15370,1,0,1,1,0,1,1.0,1
15370-304-11-1,1,1,38.0,1,0.0,0,0,0,199.514282226563,4.0,7,5,4,15370,0,0,1,1,0,0,0.0,0
15370-305-11-1,1,1,33.0,1,1.0,0,0,0,199.514282226563,6.0,7,5,3,15370,0,0,1,1,0,0,1.0,0
15370-306-11-1,1,1,69.0,1,1.0,0,0,0,199.514282226563,3.0,7,5,3,15370,0,0,1,1,0,0,1.0,0
15370-308-11-1,1,1,36.0,1,1.0,1,0,0,199.514282226563,6.0,7,5,5,15370,0,0,1,1,0,0,1.0,0
15372-21-11-1,1,1,61.0,1,0.0,1,1,0,217.248901367188,4.0,8,5,3,15372,0,0,1,1,0,0,0.0,0
15372-22-11-1,1,2,53.0,1,1.0,0,0,0,217.248901367188,4.0,8,5,2,15372,0,0,1,1,0,0,1.0,0
15372-23-11-1,1,1,55.0,1,1.0,0,0,0,217.248901367188,4.0,8,5,3,15372,0,0,1,1,0,0,1.0,0
15372-65-11-1,1,1,75.0,1,1.0,0,0,0,217.248901367188,1.0,8,5,2,15372,0,0,1,1,0,0,1.0,0
15372-66-11-1,1,1,84.0,1,1.0,0,0,0,217.248901367188,1.0,8,5,4,15372,0,0,1,1,0,0,1.0,0
15372-68-11-1,1,1,50.0,1,1.0,0,0,0,217.248901367188,3.0,8,5,9,15372,0,0,1,1,0,0,1.0,0
15373-48-11-1,1,1,71.0,1,1.0,0,0,0,222.086868286133,3.0,8,5,3,15373,0,0,1,1,0,0,1.0,0
15373-51-11-1,1,2,83.0,1,1.0,0,0,0,222.086868286133,3.0,8,5,1,15373,0,0,1,1,0,0,1.0,0
15373-55-11-1,1,1,46.0,1,1.0,0,0,0,222.086868286133,6.0,8,5,6,15373,0,0,1,1,0,0,1.0,0
15373-57-11-1,1,1,50.0,1,1.0,0,0,0,222.086868286133,6.0,8,5,5,15373,0,0,1,1,0,0,1.0,0
15373-58-11-1,1,2,69.0,1,1.0,0,0,0,222.086868286133,3.0,8,5,1,15373,0,0,1,1,0,0,1.0,0
15374-10-11-1,1,2,63.0,1,1.0,0,0,0,217.248901367188,6.0,6,5,1,15374,0,0,1,1,0,0,1.0,0
15374-18-11-1,1,1,51.0,1,0.0,0,0,0,217.248901367188,11.0,6,5,4,15374,0,0,1,1,0,0,0.0,0
15374-33-11-1,1,1,52.0,1,1.0,1,1,0,217.248901367188,6.0,6,5,4,15374,0,0,1,1,0,0,1.0,0
15374-49-11-1,1,1,34.0,1,1.0,0,0,0,217.248901367188,4.0,6,5,5,15374,0,0,1,1,0,0,1.0,0
15374-80-11-1,1,1,49.0,1,0.0,0,0,0,217.248901367188,10.0,6,5,1,15374,0,0,1,1,0,0,0.0,0
15374-87-11-1,1,1,38.0,1,0.0,0,0,0,217.248901367188,8.0,6,5,5,15374,0,0,1,1,0,0,0.0,0
15375-141-11-1,1,2,81.0,1,1.0,0,0,0,207.590713500977,3.0,7,5,2,15375,0,0,1,1,0,0,1.0,0
15375-142-11-1,1,1,49.0,1,1.0,0,0,0,207.590713500977,5.0,7,5,3,15375,0,0,1,1,0,0,1.0,0
15375-143-11-1,1,1,58.0,1,1.0,0,0,0,207.590713500977,6.0,7,5,7,15375,1,0,1,1,0,1,1.0,1
15375-350-11-1,1,2,58.0,1,0.0,0,0,0,207.590713500977,5.0,7,5,6,15375,0,0,1,1,0,0,0.0,0
15375-351-11-1,1,1,61.0,1,1.0,0,0,0,207.590713500977,4.0,7,5,3,15375,0,0,1,1,0,0,1.0,0
15375-355-11-1,1,1,46.0,1,0.0,0,0,0,207.590713500977,3.0,7,5,5,15375,0,0,1,1,0,0,0.0,0
15376-37-11-1,1,1,38.0,1,1.0,0,0,0,217.248901367188,6.0,7,5,4,15376,0,0,1,1,0,0,1.0,0
15376-38-11-1,1,1,40.0,1,1.0,0,0,0,217.248901367188,4.0,7,5,4,15376,0,0,1,1,0,0,1.0,0
15376-92-11-1,1,1,32.0,1,1.0,0,0,0,217.248901367188,5.0,7,5,1,15376,0,0,1,1,0,0,1.0,0
15376-93-11-1,1,2,75.0,1,1.0,0,0,0,217.248901367188,1.0,7,5,1,15376,0,0,1,1,0,0,1.0,0
15376-94-11-1,1,1,38.0,1,1.0,0,0,0,217.248901367188,4.0,7,5,4,15376,0,0,1,1,0,0,1.0,0
15376-95-11-1,1,2,75.0,1,1.0,0,0,0,217.248901367188,3.0,7,5,1,15376,0,0,1,1,0,0,1.0,0
15376-96-11-1,1,1,40.0,1,1.0,0,0,0,217.248901367188,5.0,7,5,4,15376,0,0,1,1,0,0,1.0,0
15376-97-11-1,1,1,74.0,1,1.0,0,0,0,217.248901367188,4.0,7,5,1,15376,0,0,1,1,0,0,1.0,0
15377-49-11-1,1,2,49.0,1,0.0,0,0,0,199.514282226563,8.0,7,5,4,15377,0,0,1,1,0,0,0.0,0
15377-51-11-1,1,2,56.0,1,0.0,0,0,0,199.514282226563,3.0,7,5,3,15377,0,0,1,1,0,0,0.0,0
15377-169-11-1,1,1,45.0,1,1.0,0,0,0,199.514282226563,4.0,7,5,5,15377,0,0,1,1,0,0,1.0,0
15377-172-11-1,1,1,76.0,1,1.0,0,0,0,199.514282226563,1.0,7,5,3,15377,0,0,1,1,0,0,1.0,0
15377-175-11-1,1,1,75.0,1,1.0,0,0,0,199.514282226563,4.0,7,5,2,15377,0,0,1,1,0,0,1.0,0
15378-10-11-1,1,2,59.0,1,1.0,0,0,0,222.086868286133,3.0,8,5,2,15378,0,0,1,1,0,0,1.0,0
15378-12-11-1,1,1,61.0,1,1.0,0,0,0,222.086868286133,4.0,8,5,2,15378,0,0,1,1,0,0,1.0,0
15378-69-11-1,1,1,57.0,1,1.0,0,0,0,222.086868286133,3.0,8,5,1,15378,0,0,1,1,0,0,1.0,0
15378-70-11-1,1,1,34.0,1,1.0,0,0,0,222.086868286133,4.0,8,5,5,15378,0,0,1,1,0,0,1.0,0
15378-71-11-1,1,1,63.0,1,1.0,0,0,0,222.086868286133,3.0,8,5,2,15378,0,0,1,1,0,0,1.0,0
15378-72-11-1,1,1,80.0,1,1.0,1,0,0,222.086868286133,3.0,8,5,5,15378,0,0,1,1,0,0,1.0,0
15378-73-11-1,1,1,52.0,1,1.0,0,0,0,222.086868286133,1.0,8,5,6,15378,0,0,1,1,0,0,1.0,0
15379-9-11-1,1,2,73.0,1,1.0,0,0,0,207.590713500977,1.0,8,5,1,15379,0,0,1,1,0,0,1.0,0
15379-22-11-1,1,1,45.0,1,1.0,1,1,0,207.590713500977,6.0,8,5,5,15379,0,0,1,1,0,0,1.0,0
15379-25-11-1,1,2,46.0,1,1.0,0,0,0,207.590713500977,4.0,8,5,4,15379,0,0,1,1,0,0,1.0,0
15381-9-11-1,1,1,76.0,1,1.0,0,0,0,222.086868286133,3.0,7,5,3,15381,0,0,1,1,0,0,1.0,0
15381-10-11-1,1,1,38.0,1,1.0,0,0,0,222.086868286133,6.0,7,5,5,15381,0,0,1,1,0,0,1.0,0
15381-85-11-1,1,1,59.0,1,1.0,0,0,0,222.086868286133,4.0,7,5,6,15381,0,0,1,1,0,0,1.0,0
15381-88-11-1,1,1,40.0,1,1.0,0,0,0,222.086868286133,5.0,7,5,4,15381,0,1,1,1,0,0,1.0,0
15381-89-11-1,1,1,25.0,1,1.0,0,0,0,222.086868286133,5.0,7,5,3,15381,0,0,1,1,0,0,1.0,0
15382-55-11-1,1,1,71.0,1,1.0,0,0,0,207.590713500977,4.0,7,5,2,15382,0,0,1,1,0,0,1.0,0
15382-56-11-1,1,1,59.0,1,1.0,0,0,0,207.590713500977,4.0,7,5,2,15382,0,0,1,1,0,0,1.0,0
15382-167-11-1,1,1,59.0,1,1.0,0,0,0,207.590713500977,3.0,7,5,3,15382,1,0,1,1,0,1,1.0,1
15382-168-11-1,1,1,57.0,1,1.0,0,0,0,207.590713500977,3.0,7,5,1,15382,0,0,1,1,0,0,1.0,0
15382-169-11-1,1,1,50.0,1,1.0,0,0,0,207.590713500977,1.0,7,5,3,15382,0,0,1,1,0,0,1.0,0
15382-170-11-1,1,2,46.0,1,1.0,0,0,0,207.590713500977,3.0,7,5,2,15382,0,0,1,1,0,0,1.0,0
15384-21-11-1,1,2,50.0,1,1.0,0,0,0,217.248901367188,1.0,8,5,2,15384,0,0,1,1,0,0,1.0,0
15384-23-11-1,1,1,57.0,1,1.0,0,0,0,217.248901367188,3.0,8,5,3,15384,0,0,1,1,0,0,1.0,0
15384-119-11-1,1,1,62.0,1,1.0,0,0,0,217.248901367188,3.0,8,5,4,15384,0,0,1,1,0,0,1.0,0
15384-121-11-1,1,1,53.0,1,1.0,0,0,0,217.248901367188,3.0,8,5,4,15384,0,0,1,1,0,0,1.0,0
15384-129-11-1,1,1,43.0,1,0.0,0,0,0,217.248901367188,6.0,8,5,4,15384,1,0,1,1,0,1,0.0,1
15385-13-11-1,1,1,67.0,1,1.0,0,0,0,199.514282226563,3.0,8,5,5,15385,0,0,1,1,0,0,1.0,0
15385-42-11-1,1,1,32.0,1,1.0,0,0,0,199.514282226563,3.0,8,5,6,15385,0,1,1,1,0,0,1.0,0
15385-43-11-1,1,1,77.0,1,1.0,0,0,0,199.514282226563,3.0,8,5,2,15385,0,0,1,1,0,0,1.0,0
15385-44-11-1,1,2,66.0,1,1.0,0,0,0,199.514282226563,3.0,8,5,1,15385,0,0,1,1,0,0,1.0,0
15385-45-11-1,1,1,57.0,1,1.0,0,0,0,199.514282226563,3.0,8,5,2,15385,0,0,1,1,0,0,1.0,0
15385-49-11-1,1,1,67.0,1,1.0,0,0,0,199.514282226563,3.0,8,5,2,15385,0,0,1,1,0,0,1.0,0
15385-54-11-1,1,1,42.0,1,1.0,0,0,0,199.514282226563,3.0,8,5,5,15385,0,0,1,1,0,0,1.0,0
15385-56-11-1,1,1,63.0,1,1.0,0,0,0,199.514282226563,1.0,8,5,2,15385,0,0,1,1,0,0,1.0,0
15405-53-11-1,1,2,40.0,1,0.0,1,1,0,73.3486709594727,10.0,3,6,2,15405,1,0,1,1,0,1,0.0,1
15406-30-11-1,1,1,34.0,1,0.0,1,1,0,64.7678680419922,8.0,3,6,3,15406,0,0,1,1,0,0,0.0,0
15406-81-11-1,1,1,47.0,1,0.0,1,0,0,64.7678680419922,10.0,3,6,5,15406,1,0,1,1,0,1,0.0,1
15408-84-11-1,1,1,38.0,1,0.0,0,0,0,289.718078613281,10.0,3,6,4,15408,1,0,1,1,0,1,0.0,1
15408-109-11-1,1,1,40.0,1,1.0,1,1,0,289.718078613281,10.0,3,6,4,15408,1,0,1,1,0,1,1.0,1
15408-158-11-1,1,1,39.0,1,1.0,0,0,0,289.718078613281,6.0,3,6,3,15408,0,0,1,1,0,0,1.0,0
15409-37-11-1,1,2,78.0,1,1.0,0,0,0,83.6684951782227,3.0,3,6,1,15409,0,0,1,1,0,0,1.0,0
15409-85-11-1,1,1,24.0,1,1.0,0,0,0,83.6684951782227,6.0,3,6,3,15409,0,0,1,1,0,0,1.0,0
15411-12-11-1,1,1,75.0,1,0.0,0,0,0,287.379669189453,11.0,3,6,1,15411,0,0,1,1,0,0,0.0,0
15411-58-11-1,1,2,35.0,1,1.0,1,0,0,287.379669189453,7.0,3,6,3,15411,0,0,1,1,0,0,1.0,0
15411-104-11-1,1,2,70.0,1,1.0,0,0,0,287.379669189453,3.0,3,6,1,15411,0,0,1,1,0,0,1.0,0
15417-4-11-1,1,1,44.0,1,1.0,0,0,0,350.374694824219,3.0,5,6,4,15417,0,0,1,1,0,0,1.0,0
15417-71-11-1,1,2,73.0,1,1.0,0,0,0,350.374694824219,1.0,5,6,1,15417,0,0,1,1,0,0,1.0,0
15417-115-11-1,1,1,77.0,1,1.0,0,0,0,350.374694824219,1.0,5,6,2,15417,0,0,1,1,0,0,1.0,0
15430-12-11-1,1,1,53.0,1,1.0,0,0,0,343.184631347656,3.0,3,6,2,15430,0,0,1,1,0,0,1.0,0
15430-50-11-1,1,1,25.0,1,1.0,1,1,0,343.184631347656,5.0,3,6,3,15430,0,0,1,1,0,0,1.0,0
15430-63-11-1,1,1,70.0,1,1.0,0,0,0,343.184631347656,4.0,3,6,2,15430,0,0,1,1,0,0,1.0,0
15437-20-11-1,1,2,38.0,1,1.0,0,0,0,93.408561706543,3.0,5,6,5,15437,0,0,1,1,0,0,1.0,0
15438-32-11-1,1,1,42.0,1,1.0,0,0,0,383.172912597656,6.0,5,6,5,15438,0,0,1,1,0,0,1.0,0
15438-43-11-1,1,1,43.0,1,1.0,0,0,0,383.172912597656,7.0,5,6,5,15438,0,0,1,1,0,0,1.0,0
15439-96-11-1,1,2,73.0,1,0.0,0,0,0,86.3571548461914,4.0,3,6,1,15439,0,0,1,1,0,0,0.0,0
15440-20-11-1,1,2,61.0,1,1.0,0,0,0,350.374694824219,3.0,3,6,1,15440,0,0,1,1,0,0,1.0,0
15440-76-11-1,1,1,41.0,1,0.0,1,1,0,350.374694824219,10.0,3,6,4,15440,0,0,1,1,0,0,0.0,0
